MasterID,Mag,Magerr,RA,Dec,MJD,Blend
1140070008841,12.66,0.05,253.46763,39.76024,55091.16203,0
1140070008841,12.67,0.05,253.46761,39.76026,55091.16696,0
1140070008841,12.49,0.05,253.46779,39.7602,55091.17183,0
1140070008841,12.65,0.05,253.46763,39.76023,55091.17672,0
1140070008841,12.69,0.05,253.46755,39.76025,55104.11591,0
1140070008841,12.73,0.05,253.46756,39.76027,55104.12086,0
1140070008841,12.63,0.05,253.46755,39.76025,55104.12583,0
1140070008841,12.66,0.05,253.46761,39.76026,55104.13081,0
1140070008841,12.59,0.05,253.46758,39.76025,55300.44413,0
1140070008841,12.45,0.05,253.46776,39.76029,55300.45162,0
1140070008841,12.59,0.05,253.46759,39.76025,55300.4595,0
1140070008841,12.62,0.05,253.46759,39.76025,55300.4676,0
1140070008841,12.65,0.05,253.46761,39.76025,55350.38508,0
1140070008841,12.66,0.05,253.46759,39.76027,55350.39081,0
1140070008841,12.58,0.05,253.46764,39.76025,55350.39658,0
1140070008841,12.67,0.05,253.46765,39.76027,55350.40236,0
1140070008841,12.59,0.05,253.46759,39.76022,55364.30103,0
1140070008841,12.55,0.05,253.46761,39.76024,55364.30675,0
1140070008841,12.56,0.05,253.4676,39.76021,55364.31249,0
1140070008841,12.55,0.05,253.46759,39.76024,55364.31819,0
1140070008841,12.63,0.05,253.46763,39.76026,55368.29946,0
1140070008841,12.56,0.05,253.46762,39.76025,55368.30631,0
1140070008841,12.59,0.05,253.4676,39.76024,55368.31319,0
1140070008841,12.52,0.05,253.46774,39.76026,55368.3201,0
1140070008841,12.63,0.05,253.46762,39.76023,55330.38316,0
1140070008841,12.62,0.05,253.4676,39.76025,55330.38884,0
1140070008841,12.61,0.05,253.46761,39.76022,55330.3945,0
1140070008841,12.6,0.05,253.4676,39.76024,55330.4002,0
1140070008841,12.53,0.05,253.46769,39.76025,55341.37245,0
1140070008841,12.59,0.05,253.46763,39.76024,55341.37815,0
1140070008841,12.6,0.05,253.46763,39.76024,55341.38394,0
1140070008841,12.62,0.05,253.46757,39.76022,55341.3896,0
1140070008841,12.62,0.05,253.46757,39.76023,55502.07965,0
