# RA = 02 32 48.60 (38.2025)
# Dec = +20 17 17.00 (20.288055)
# Redshift = 0.0
# nH = 7.82E20 cm^-2 
# NuBlazar (id = 67)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
3.7460E17     0.0000E00    7.1272E-12   1.0198E-12    52655.93073861    52655.93125944
# SAXMECS (id = 36)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
7.2540E17     0.0000E00    1.0166E-11   1.0030E-13    52106.62059    52108.462963
# RXS2CAT (id = 35)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
2.4200E17     0.0000E00    4.1110E-12   5.4713E-13    48104.0    48499.0
# RASS (id = 34)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
2.4200E17     0.0000E00    4.4627E-12   6.4935E-13    47892.5    48257.5
# IPCSLEW (id = 33)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
2.4200E17     0.0000E00    7.5860E-12   2.2312E-12    43813.5    44695.5
# 1SXPS(2—10 keV) (id = 32)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.0810E18     0.0000E00    6.3921E-12   2.3508E-13    54683.598565    54686.753831
# 1SXPS(1-2keV) (id = 31)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
3.4190E17     0.0000E00    6.2091E-12   1.9371E-13    54683.598565    54686.753831
# 1SXPS(0.3—10 keV) (id = 30)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
4.1880E17     0.0000E00    5.5620E-12   1.1279E-13    54683.598565    54686.753831
# 1SXPS(0.3-1keV) (id = 29)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.3250E17     0.0000E00    3.9012E-12   1.5204E-13    54683.598565    54686.753831
# 1SWXRT (2-10 keV) (id = 28)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.0810E18     0.0000E00    6.7153E-12   3.5399E-13    54685.608819    54685.95066
1.0810E18     0.0000E00    6.3013E-12   3.3329E-13    54686.011586    54686.75412
# 1SWXRT (0.1-2.4 keV) (id = 27)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
2.4180E17     0.0000E00    4.7008E-12   1.4245E-13    54685.608819    54685.95066
2.4180E17     0.0000E00    4.5264E-12   1.4267E-13    54686.011586    54686.75412
# 1SWXRT (0.1-10 keV) (id = 26)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
4.8360E17     0.0000E00    5.3190E-12   1.5751E-13    54685.608819    54685.95066
4.8360E17     0.0000E00    4.9956E-12   1.4586E-13    54686.011586    54686.75412
# UVOTSSC uvw2 (id = 25)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.4750E15     0.0000E00    1.4111E-12   4.4455E-14    55118.375683    55118.375683
1.4750E15     0.0000E00    1.3918E-12   4.6334E-14    55117.304618    55117.304618
1.4750E15     0.0000E00    1.3354E-12   2.2625E-14    55153.250556    55153.250556
1.4750E15     0.0000E00    1.3142E-12   2.6116E-14    55157.261701    55157.261701
1.4750E15     0.0000E00    1.4270E-12   2.5124E-14    55129.283866    55129.283866
1.4750E15     0.0000E00    1.2726E-12   2.5180E-14    54686.011551    54686.011551
1.4750E15     0.0000E00    1.2728E-12   2.5942E-14    54685.608785    54685.608785
1.4750E15     0.0000E00    1.3361E-12   3.6411E-14    55125.282998    55125.282998
# UVOTSSC uvm2 (id = 24)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.3450E15     0.0000E00    1.0833E-12   2.6996E-14    55130.288519    55130.288519
1.3450E15     0.0000E00    1.7094E-12   7.4762E-14    55118.375683    55118.375683
1.3450E15     0.0000E00    1.2222E-12   2.7397E-14    55154.249919    55154.249919
1.3450E15     0.0000E00    1.5423E-12   7.2440E-14    55117.304618    55117.304618
1.3450E15     0.0000E00    1.6324E-12   4.2499E-14    54686.011551    54686.011551
1.3450E15     0.0000E00    1.6081E-12   4.2200E-14    54685.608785    54685.608785
1.3450E15     0.0000E00    1.2326E-12   3.1518E-14    55158.26669    55158.26669
1.3450E15     0.0000E00    1.0996E-12   2.6685E-14    55126.272708    55126.272708
# UVOTSSC uvw1 (id = 23)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.1570E15     0.0000E00    1.5565E-12   7.1633E-14    55118.375683    55118.375683
1.1570E15     0.0000E00    1.3967E-12   7.2110E-14    55117.304618    55117.304618
1.1570E15     0.0000E00    1.1448E-12   2.5212E-14    55131.359907    55131.359907
1.1570E15     0.0000E00    1.0861E-12   3.6956E-14    54686.011551    54686.011551
1.1570E15     0.0000E00    1.1475E-12   6.0360E-14    54683.531435    54683.531435
1.1570E15     0.0000E00    1.1695E-12   3.9314E-14    54685.608785    54685.608785
1.1570E15     0.0000E00    1.0209E-12   2.7679E-14    55155.256389    55155.256389
1.1570E15     0.0000E00    1.1073E-12   2.6713E-14    55127.345822    55127.345822
# UVOTSSC u (id = 22)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
8.5630E14     0.0000E00    1.4972E-12   8.1629E-14    55118.375683    55118.375683
8.5630E14     0.0000E00    1.4843E-12   8.5659E-14    55117.304618    55117.304618
8.5630E14     0.0000E00    1.5397E-12   3.3277E-14    55152.247755    55152.247755
8.5630E14     0.0000E00    1.5419E-12   5.7102E-14    54686.011551    54686.011551
8.5630E14     0.0000E00    1.6457E-12   1.0700E-13    54683.531435    54683.531435
8.5630E14     0.0000E00    1.4468E-12   5.4448E-14    54685.608785    54685.608785
8.5630E14     0.0000E00    1.3305E-12   2.9458E-14    55156.259028    55156.259028
8.5630E14     0.0000E00    1.4626E-12   2.8696E-14    55128.282465    55128.282465
# UVOTSSC b (id = 21)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
6.9250E14     0.0000E00    2.8012E-12   1.3492E-13    55118.375683    55118.375683
6.9250E14     0.0000E00    1.8840E-12   1.3106E-13    55117.304618    55117.304618
6.9250E14     0.0000E00    2.4323E-12   9.6869E-14    54686.011551    54686.011551
6.9250E14     0.0000E00    2.2513E-12   1.9062E-13    54683.531435    54683.531435
6.9250E14     0.0000E00    2.2817E-12   9.1984E-14    54685.608785    54685.608785
# UVOTSSC v (id = 20)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
5.5500E14     0.0000E00    4.0128E-12   2.3729E-13    55118.375683    55118.375683
5.5500E14     0.0000E00    4.0966E-12   2.5231E-13    55117.304618    55117.304618
5.5500E14     0.0000E00    4.7535E-12   1.9832E-13    54686.011551    54686.011551
5.5500E14     0.0000E00    3.9430E-12   1.7551E-13    54685.608785    54685.608785
# GALEXAISFUV (id = 19)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.9340E15     0.0000E00    1.7538E-12   3.4525E-13 0.0   0.0
# WISE W4 PointPsf (id = 18)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.3630E13 0.0 3.5664E-13   0.0000E00    55223.83289128    55414.39122789 ; UPPER LIMIT
# WISE W3 PointPsf (id = 17)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
2.4980E13     0.0000E00    3.6067E-13   3.0057E-14    55223.83289128    55414.39122789
# WISE W2 PointPsf (id = 16)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
6.5170E13     0.0000E00    1.2711E-12   3.5919E-14    55223.83289128    55414.39122789
# WISE W1 PointPsf (id = 15)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
8.8170E13     0.0000E00    2.3358E-12   6.4187E-14    55223.83289128    55414.39122789
# allwise w4 (id = 14)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.3630E13 0.0 5.1598E-13   0.0000E00    55223.83289128    55414.39122789 ; UPPER LIMIT
1.3630E13 0.0 1.4745E-13   0.0000E00    55223.83289128    55414.39122789 ; UPPER LIMIT
# allwise w3 (id = 12)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
2.4980E13     0.0000E00    1.6486E-13   2.4571E-14    55223.83289128    55414.39122789
# allwise w3 (id = 13)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
2.4980E13 0.0 1.4096E-13   0.0000E00    55223.83289128    55414.39122789 ; UPPER LIMIT
# allwise w2 (id = 11)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
6.5170E13     0.0000E00    1.8005E-13   1.9754E-14    55223.83289128    55589.15576862
6.5170E13     0.0000E00    1.1466E-12   2.1363E-14    55223.83289128    55589.15576862
# allwise w1 (id = 10)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
8.8170E13     0.0000E00    3.6243E-13   3.2504E-14    55223.83289128    55589.15576862
8.8170E13     0.0000E00    2.1499E-12   3.5101E-14    55223.83289128    55589.15576862
# GB6 (id = 9)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
4.8500E09     0.0000E00    2.4250E-15   2.9100E-16    46735.5    47069.5
# USNO A2.0 (id = 8)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
4.6880E14     0.0000E00    2.9017E-11   2.7995E-12 0.0   0.0
6.8180E14     0.0000E00    6.4813E-12   6.2531E-13 0.0   0.0
# SDSS19 (id = 7)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
8.4510E14     0.0000E00    2.7193E-12   6.1866E-14    54740.48355508    54740.48418008
6.2890E14     0.0000E00    4.4620E-12   2.2445E-14    54740.48521361    54740.48583861
4.8150E14     0.0000E00    7.5057E-12   2.5631E-14    54740.48189655    54740.48252155
3.9370E14     0.0000E00    9.0701E-12   2.9110E-14    54740.48272581    54740.48335081
3.2860E14     0.0000E00    1.0239E-11   6.0588E-14    54740.4843843401    54740.485009340104
# 2MASS (id = 6)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
2.4290E14     0.0000E00    5.3071E-12   2.9637E-13 0.0   0.0
1.8050E14     0.0000E00    4.3841E-12   2.7477E-13 0.0   0.0
1.3900E14     0.0000E00    3.9069E-12   2.3341E-13 0.0   0.0
# VizieR photometry (id = 5)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.8180E14     0.0000E00    4.3075E-12   0.0000E00 0.0   0.0
2.4200E14     0.0000E00    4.8150E-12   0.0000E00 0.0   0.0
3.8250E14     0.0000E00    4.2844E-11   1.7214E-11 0.0   0.0
4.6840E14     0.0000E00    3.7615E-11   1.4521E-11 0.0   0.0
6.4060E14     0.0000E00    7.4948E-12   2.9467E-12 0.0   0.0
6.7490E14     0.0000E00    1.6063E-12   6.2091E-13 0.0   0.0
1.3860E14     0.0000E00    3.8101E-12   2.2168E-13 0.0   0.0
1.8180E14     0.0000E00    4.3075E-12   2.5445E-13 0.0   0.0
2.4200E14     0.0000E00    4.8150E-12   2.6616E-13 0.0   0.0
1.3860E14     0.0000E00    3.8101E-12   0.0000E00 0.0   0.0
1.8180E14     0.0000E00    4.3075E-12   0.0000E00 0.0   0.0
2.4200E14     0.0000E00    4.8150E-12   0.0000E00 0.0   0.0
4.4550E14     0.0000E00    1.2384E-12   0.0000E00 0.0   0.0
1.8180E14     0.0000E00    4.3075E-12   2.5445E-13 0.0   0.0
2.4200E14     0.0000E00    4.8150E-12   2.6616E-13 0.0   0.0
4.4550E14     0.0000E00    1.2384E-12   1.3364E-14 0.0   0.0
3.8810E14     0.0000E00    3.0970E-12   3.1048E-14 0.0   0.0
4.8150E14     0.0000E00    1.2326E-12   1.4445E-14 0.0   0.0
5.9410E14     0.0000E00    1.8239E-12   3.5646E-14 0.0   0.0
3.9340E14     0.0000E00    2.9466E-12   5.9010E-14 0.0   0.0
5.1490E14     0.0000E00    9.1137E-13   1.5447E-14 0.0   0.0
5.9530E14     0.0000E00    1.6847E-12   4.1671E-14 0.0   0.0
1.3570E13     0.0000E00    5.5777E-13   0.0000E00 0.0   0.0
2.5930E13     0.0000E00    3.1899E-13   3.8901E-14 0.0   0.0
6.5170E13     0.0000E00    1.2448E-12   3.2586E-14 0.0   0.0
8.9490E13     0.0000E00    2.2641E-12   5.3694E-14 0.0   0.0
1.3860E14     0.0000E00    3.8101E-12   2.2168E-13 0.0   0.0
1.8180E14     0.0000E00    4.3075E-12   2.5445E-13 0.0   0.0
2.4200E14     0.0000E00    4.8150E-12   2.6616E-13 0.0   0.0
3.3240E14     0.0000E00    2.3902E-12   1.0306E-13 0.0   0.0
3.9270E14     0.0000E00    1.8769E-12   2.3560E-14 0.0   0.0
4.4550E14     0.0000E00    1.1671E-12   2.2273E-14 0.0   0.0
4.4550E14     0.0000E00    4.0938E-12   4.0091E-14 0.0   0.0
4.4550E14     0.0000E00    1.0468E-12   1.3364E-14 0.0   0.0
4.7990E14     0.0000E00    1.8572E-12   1.9196E-14 0.0   0.0
6.2200E14     0.0000E00    1.4554E-12   2.4879E-14 0.0   0.0
8.5190E14     0.0000E00    1.4994E-12   3.4077E-14 0.0   0.0
1.3860E14     0.0000E00    8.7009E-12   7.0660E-13 0.0   0.0
1.8180E14     0.0000E00    1.2486E-11   9.2692E-13 0.0   0.0
2.4200E14     0.0000E00    1.1711E-11   7.2588E-13 0.0   0.0
1.2970E15     0.0000E00    6.5354E-13   8.2989E-14 0.0   0.0
1.9610E15     0.0000E00    6.2154E-13   1.2352E-13 0.0   0.0
1.3570E13     0.0000E00    5.1434E-13   0.0000E00 0.0   0.0
2.5930E13     0.0000E00    1.4601E-13   0.0000E00 0.0   0.0
6.5170E13     0.0000E00    1.7987E-13   1.9552E-14 0.0   0.0
8.9490E13     0.0000E00    3.6780E-13   3.2216E-14 0.0   0.0
3.9340E14     0.0000E00    2.9466E-12   5.9010E-14 0.0   0.0
5.1490E14     0.0000E00    9.1137E-13   1.5447E-14 0.0   0.0
5.9530E14     0.0000E00    1.6847E-12   4.1671E-14 0.0   0.0
7.4580E14     0.0000E00    8.3524E-12   0.0000E00 0.0   0.0
1.3690E14     0.0000E00    5.5304E-12   1.7796E-13 0.0   0.0
1.3690E14     0.0000E00    3.6413E-12   2.0534E-13 0.0   0.0
1.8390E14     0.0000E00    6.4740E-12   2.3910E-13 0.0   0.0
1.8390E14     0.0000E00    4.3221E-12   2.5749E-13 0.0   0.0
2.3980E14     0.0000E00    7.4107E-12   2.6381E-13 0.0   0.0
2.3980E14     0.0000E00    4.8685E-12   2.6381E-13 0.0   0.0
1.3570E13     0.0000E00    3.5556E-13   0.0000E00 0.0   0.0
2.5930E13     0.0000E00    3.7345E-13   3.1121E-14 0.0   0.0
6.5170E13     0.0000E00    1.2709E-12   3.2586E-14 0.0   0.0
8.9490E13     0.0000E00    2.3715E-12   5.3694E-14 0.0   0.0
1.3860E14     0.0000E00    3.8101E-12   2.2168E-13 0.0   0.0
1.8180E14     0.0000E00    4.3075E-12   2.5445E-13 0.0   0.0
2.4200E14     0.0000E00    4.8150E-12   2.6616E-13 0.0   0.0
1.2970E15     0.0000E00    6.5224E-13   8.6879E-14 0.0   0.0
1.9610E15     0.0000E00    6.6860E-13   1.3333E-13 0.0   0.0
4.6230E14     0.0000E00    5.0852E-12   2.3114E-13 0.0   0.0
1.3570E13     0.0000E00    5.1570E-13   0.0000E00 0.0   0.0
2.5930E13     0.0000E00    1.4601E-13   0.0000E00 0.0   0.0
6.5170E13     0.0000E00    1.7987E-13   1.9552E-14 0.0   0.0
8.9490E13     0.0000E00    3.6780E-13   3.2216E-14 0.0   0.0
1.3570E13     0.0000E00    5.5777E-13   0.0000E00 0.0   0.0
2.5930E13     0.0000E00    3.1899E-13   3.8901E-14 0.0   0.0
6.5170E13     0.0000E00    1.2448E-12   3.2586E-14 0.0   0.0
8.9490E13     0.0000E00    2.2641E-12   5.3694E-14 0.0   0.0
1.3860E14     0.0000E00    3.8101E-12   2.2168E-13 0.0   0.0
1.8180E14     0.0000E00    4.3075E-12   2.5445E-13 0.0   0.0
2.4200E14     0.0000E00    4.8150E-12   2.6616E-13 0.0   0.0
1.2970E15     0.0000E00    6.5354E-13   8.2989E-14 0.0   0.0
1.9610E15     0.0000E00    6.2154E-13   1.2352E-13 0.0   0.0
1.3350E15     0.0000E00    4.6318E-13   0.0000E00 0.0   0.0
5.4830E14     0.0000E00    2.8894E-12   0.0000E00 0.0   0.0
6.8260E14     0.0000E00    1.8225E-12   0.0000E00 0.0   0.0
8.6520E14     0.0000E00    8.9981E-13   0.0000E00 0.0   0.0
1.1530E15     0.0000E00    7.8289E-13   0.0000E00 0.0   0.0
1.3350E15     0.0000E00    6.4204E-13   0.0000E00 0.0   0.0
1.5550E15     0.0000E00    5.9864E-13   0.0000E00 0.0   0.0
1.5550E15     0.0000E00    5.6598E-13   0.0000E00 0.0   0.0
1.1530E15     0.0000E00    5.1309E-13   0.0000E00 0.0   0.0
1.1530E15     0.0000E00    5.7535E-13   0.0000E00 0.0   0.0
5.4830E14     0.0000E00    3.4267E-12   0.0000E00 0.0   0.0
6.8260E14     0.0000E00    1.5836E-12   0.0000E00 0.0   0.0
8.6520E14     0.0000E00    9.2576E-13   0.0000E00 0.0   0.0
1.1530E15     0.0000E00    5.4652E-13   0.0000E00 0.0   0.0
1.3350E15     0.0000E00    6.1401E-13   0.0000E00 0.0   0.0
1.5550E15     0.0000E00    5.3955E-13   0.0000E00 0.0   0.0
5.4830E14     0.0000E00    2.8400E-12   0.0000E00 0.0   0.0
6.8260E14     0.0000E00    1.4812E-12   0.0000E00 0.0   0.0
8.6520E14     0.0000E00    8.6520E-13   0.0000E00 0.0   0.0
1.1530E15     0.0000E00    5.8918E-13   0.0000E00 0.0   0.0
1.3350E15     0.0000E00    6.0466E-13   0.0000E00 0.0   0.0
1.5550E15     0.0000E00    5.3955E-13   0.0000E00 0.0   0.0
1.3350E15     0.0000E00    4.5917E-13   0.0000E00 0.0   0.0
1.3350E15     0.0000E00    4.0711E-13   0.0000E00 0.0   0.0
6.8260E14     0.0000E00    1.4607E-12   0.0000E00 0.0   0.0
8.6520E14     0.0000E00    9.8633E-13   0.0000E00 0.0   0.0
1.1530E15     0.0000E00    5.7765E-13   0.0000E00 0.0   0.0
8.6520E14     0.0000E00    7.9598E-13   0.0000E00 0.0   0.0
5.4830E14     0.0000E00    2.9552E-12   0.0000E00 0.0   0.0
6.8260E14     0.0000E00    1.2218E-12   0.0000E00 0.0   0.0
8.6520E14     0.0000E00    8.9116E-13   0.0000E00 0.0   0.0
1.1530E15     0.0000E00    7.0218E-13   0.0000E00 0.0   0.0
1.3350E15     0.0000E00    5.8064E-13   0.0000E00 0.0   0.0
1.5550E15     0.0000E00    5.8931E-13   0.0000E00 0.0   0.0
1.1530E15     0.0000E00    5.5690E-13   0.0000E00 0.0   0.0
8.6520E14     0.0000E00    9.2576E-13   0.0000E00 0.0   0.0
8.6520E14     0.0000E00    8.7385E-13   0.0000E00 0.0   0.0
1.3350E15     0.0000E00    4.1379E-13   0.0000E00 0.0   0.0
1.5550E15     0.0000E00    6.0486E-13   0.0000E00 0.0   0.0
1.5550E15     0.0000E00    5.6598E-13   0.0000E00 0.0   0.0
1.5550E15     0.0000E00    5.5665E-13   0.0000E00 0.0   0.0
5.5210E14     0.0000E00    1.1207E-12   3.3123E-14 0.0   0.0
5.5210E14     0.0000E00    1.0434E-12   6.0726E-14 0.0   0.0
8.7120E14     0.0000E00    7.5009E-13   1.5681E-14 0.0   0.0
8.7120E14     0.0000E00    7.5009E-13   1.5681E-14 0.0   0.0
1.0310E15     0.0000E00    5.7421E-13   1.6494E-14 0.0   0.0
1.2970E15     0.0000E00    5.2147E-13   2.9836E-14 0.0   0.0
5.5210E14     0.0000E00    1.1262E-12   3.3123E-14 0.0   0.0
5.5210E14     0.0000E00    7.7287E-13   1.6009E-13 0.0   0.0
8.7120E14     0.0000E00    7.6665E-13   1.5681E-14 0.0   0.0
8.7120E14     0.0000E00    7.6665E-13   1.5681E-14 0.0   0.0
1.0310E15     0.0000E00    5.7937E-13   1.6494E-14 0.0   0.0
1.2970E15     0.0000E00    3.8657E-13   7.9129E-14 0.0   0.0
3.1240E14     0.0000E00    2.3680E-12   7.1852E-14 0.0   0.0
3.4650E14     0.0000E00    2.4913E-12   1.0741E-13 0.0   0.0
4.0080E14     0.0000E00    1.9078E-12   2.4048E-14 0.0   0.0
4.8940E14     0.0000E00    1.8891E-12   1.9576E-14 0.0   0.0
6.2820E14     0.0000E00    1.4700E-12   2.5128E-14 0.0   0.0
8.7120E14     0.0000E00    7.8233E-13   1.6553E-14 0.0   0.0
1.0310E15     0.0000E00    5.7421E-13   1.6494E-14 0.0   0.0
1.2970E15     0.0000E00    3.8138E-13   7.7832E-14 0.0   0.0
8.7120E14     0.0000E00    8.1108E-13   1.8295E-14 0.0   0.0
1.0310E15     0.0000E00    5.8143E-13   1.6494E-14 0.0   0.0
1.2970E15     0.0000E00    5.1499E-13   2.8538E-14 0.0   0.0
6.5170E13     0.0000E00    1.3751E-12   1.3034E-14 0.0   0.0
8.9490E13     0.0000E00    2.6847E-12   3.5796E-14 0.0   0.0
8.7120E14     0.0000E00    7.8146E-13   1.6553E-14 0.0   0.0
1.0310E15     0.0000E00    5.7215E-13   1.6494E-14 0.0   0.0
1.2970E15     0.0000E00    3.8008E-13   7.7832E-14 0.0   0.0
8.7120E14     0.0000E00    8.1021E-13   1.8295E-14 0.0   0.0
1.0310E15     0.0000E00    5.7833E-13   1.6494E-14 0.0   0.0
1.2970E15     0.0000E00    5.1239E-13   2.8538E-14 0.0   0.0
8.7120E14     0.0000E00    7.8146E-13   4.4431E-14 0.0   0.0
1.0310E15     0.0000E00    6.9380E-13   5.7730E-14 0.0   0.0
1.2970E15     0.0000E00    5.1888E-13   6.4860E-14 0.0   0.0
8.7120E14     0.0000E00    8.4505E-13   4.2688E-14 0.0   0.0
1.0310E15     0.0000E00    7.0823E-13   5.4638E-14 0.0   0.0
1.2970E15     0.0000E00    3.8138E-13   7.7832E-14 0.0   0.0
5.5210E14     0.0000E00    2.7713E-12   4.4164E-14 0.0   0.0
6.6540E14     0.0000E00    1.1178E-12   1.9961E-14 0.0   0.0
8.7120E14     0.0000E00    7.9453E-13   1.5681E-14 0.0   0.0
1.0310E15     0.0000E00    7.1029E-13   1.2371E-14 0.0   0.0
1.2970E15     0.0000E00    4.8256E-13   1.8161E-14 0.0   0.0
1.4150E15     0.0000E00    5.3338E-13   4.1029E-14 0.0   0.0
5.5210E14     0.0000E00    2.7492E-13   1.9874E-14 0.0   0.0
3.1240E14     0.0000E00    2.3680E-12   6.8728E-14 0.0   0.0
3.4650E14     0.0000E00    2.4913E-12   1.2128E-13 0.0   0.0
4.0080E14     0.0000E00    1.9078E-12   2.0040E-14 0.0   0.0
4.8940E14     0.0000E00    1.8891E-12   1.4682E-14 0.0   0.0
6.2820E14     0.0000E00    1.4700E-12   2.5128E-14 0.0   0.0
1.3570E13     0.0000E00    5.5777E-13   0.0000E00 0.0   0.0
2.5930E13     0.0000E00    3.1899E-13   3.8901E-14 0.0   0.0
6.5170E13     0.0000E00    1.2448E-12   3.2586E-14 0.0   0.0
8.9490E13     0.0000E00    2.2641E-12   5.3694E-14 0.0   0.0
1.3860E14     0.0000E00    3.8101E-12   2.2168E-13 0.0   0.0
1.8390E14     0.0000E00    4.3221E-12   2.5749E-13 0.0   0.0
2.3980E14     0.0000E00    4.8685E-12   2.6381E-13 0.0   0.0
4.4550E14     0.0000E00    1.0468E-12   1.3364E-14 0.0   0.0
5.4140E14     0.0000E00    1.1099E-12   4.8729E-14 0.0   0.0
6.7490E14     0.0000E00    2.8008E-12   1.8222E-13 0.0   0.0
1.3570E13     0.0000E00    1.4657E-13   0.0000E00 0.0   0.0
2.5930E13     0.0000E00    1.7091E-13   0.0000E00 0.0   0.0
6.5170E13     0.0000E00    1.1470E-12   0.0000E00 0.0   0.0
8.9490E13     0.0000E00    2.1836E-12   0.0000E00 0.0   0.0
1.3860E14     0.0000E00    8.7009E-12   0.0000E00 0.0   0.0
1.8390E14     0.0000E00    1.2525E-11   0.0000E00 0.0   0.0
2.3980E14     0.0000E00    1.1848E-11   0.0000E00 0.0   0.0
3.3240E14     0.0000E00    9.0424E-12   3.3244E-14 0.0   0.0
3.9270E14     0.0000E00    7.5391E-12   3.9266E-14 0.0   0.0
4.7990E14     0.0000E00    5.8068E-12   0.0000E00 0.0   0.0
6.2200E14     0.0000E00    2.9731E-12   1.2440E-14 0.0   0.0
8.5190E14     0.0000E00    1.4909E-12   3.4077E-14 0.0   0.0
1.3570E13     0.0000E00    1.4657E-13   0.0000E00 0.0   0.0
2.5930E13     0.0000E00    1.7091E-13   0.0000E00 0.0   0.0
6.5170E13     0.0000E00    1.1470E-12   0.0000E00 0.0   0.0
8.9490E13     0.0000E00    2.1836E-12   0.0000E00 0.0   0.0
1.3860E14     0.0000E00    8.7009E-12   0.0000E00 0.0   0.0
1.8390E14     0.0000E00    1.2525E-11   0.0000E00 0.0   0.0
2.3980E14     0.0000E00    1.1848E-11   0.0000E00 0.0   0.0
3.3240E14     0.0000E00    9.0424E-12   3.3244E-14 0.0   0.0
3.9270E14     0.0000E00    7.5391E-12   3.9266E-14 0.0   0.0
4.7990E14     0.0000E00    5.8068E-12   0.0000E00 0.0   0.0
6.2200E14     0.0000E00    2.9731E-12   1.2440E-14 0.0   0.0
8.5190E14     0.0000E00    1.4909E-12   3.4077E-14 0.0   0.0
