# RA = 16 53 52.21 (253.46754)
# Dec = +39 45 37.58 (39.76044)
# Redshift = 0.0
# nH = 1.69E20 cm^-2 
# NuBlazar (id = 124)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
7.2540E17     0.0000E00    2.7948E-11   1.8330E-13    52467.71974537037    52467.79981481482
7.2540E17     0.0000E00    1.8796E-11   5.2309E-14    55603.61766203704    55604.08607638889
7.2540E17     0.0000E00    1.2091E-11   3.8358E-14    55447.9975462963    55448.51228009259
7.2540E17     0.0000E00    2.8699E-11   1.7598E-13    52469.71414351852    52469.79420138889
7.2540E17     0.0000E00    2.3864E-11   6.5851E-14    55607.60039351852    55608.06649305556
# 4XMM-DR12 (1-2 keV) (id = 73)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
3.4190E17     0.0000E00    1.5913E-11   2.5380E-14    55449.99199074074    55450.50672453704
3.4190E17     0.0000E00    3.0977E-11   1.2231E-13    52467.71974537037    52467.79981481482
3.4190E17     0.0000E00    1.7785E-11   3.2341E-14    55603.61766203704    55604.08607638889
3.4190E17     0.0000E00    1.5625E-11   2.4050E-14    55447.9975462963    55448.51228009259
3.4190E17     0.0000E00    3.0775E-11   1.2033E-13    52469.71414351852    52469.79420138889
3.4190E17     0.0000E00    2.4640E-11   3.3064E-14    55607.60039351852    55608.06649305556
# 4XMM-DR12 (0.5-1 keV) (id = 72)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.7100E17     0.0000E00    2.0795E-11   2.4184E-14    55449.99199074074    55450.50672453704
1.7100E17     0.0000E00    3.5326E-11   1.2784E-13    52467.71974537037    52467.79981481482
1.7100E17     0.0000E00    1.9441E-11   2.8950E-14    55603.61766203704    55604.08607638889
1.7100E17     0.0000E00    1.9859E-11   2.6941E-14    55447.9975462963    55448.51228009259
1.7100E17     0.0000E00    3.5441E-11   1.2405E-13    52469.71414351852    52469.79420138889
1.7100E17     0.0000E00    2.2941E-11   4.1670E-14    55607.60039351852    55608.06649305556
# XMMSL2 (2-12 keV) (id = 71)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.1850E18     0.0000E00    2.5477E-11   5.0126E-12    55073.54108583    55073.54160667
1.1850E18     0.0000E00    1.3571E-10   1.6468E-11    56000.62249787    56000.6230187
# XMMSL2 (0.2-2 keV) (id = 70)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.5290E17     0.0000E00    2.1353E-11   1.5138E-12    55073.54108583    55073.54160667
1.5290E17     0.0000E00    5.9865E-11   3.5393E-12    56000.62249787    56000.6230187
# XMMSL2 (0.2-12 keV) (id = 69)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
3.7460E17     0.0000E00    2.9725E-11   1.9933E-12    55073.54108583    55073.54160667
3.7460E17     0.0000E00    9.3377E-11   4.9566E-12    56000.62249787    56000.6230187
# WGACAT2 (id = 68)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
2.4200E17     0.0000E00    2.8918E-11   1.4872E-13    48312.756725    48313.002963
# WFCCAT FULL (id = 67)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.0810E18     0.0000E00    7.7680E-11   1.2005E-11    51418.028252    51419.690266
1.0810E18     0.0000E00    4.4579E-11   7.1786E-12    51299.274259    51301.199896
1.0810E18     0.0000E00    5.4282E-11   8.6504E-12    51951.535394    51952.363414
1.0810E18     0.0000E00    7.1454E-11   5.1239E-12    51268.602083    51269.971898
1.0810E18     0.0000E00    5.5995E-11   7.6724E-12    51615.049965    51616.162404
1.0810E18     0.0000E00    1.3433E-10   5.9132E-12    50925.73265    50926.383304
1.0810E18     0.0000E00    1.1103E-10   5.8024E-12    50459.496528    50460.08615
1.0810E18     0.0000E00    8.1118E-11   4.9356E-12    50868.806088    50869.655275
1.0810E18     0.0000E00    1.4926E-10   5.8061E-12    50509.611053    50510.05294
1.0810E18     0.0000E00    1.7626E-10   1.1309E-11    50522.360116    50523.110725
1.0810E18     0.0000E00    1.4038E-10   1.6807E-11    50458.992523    50459.480594
1.0810E18     0.0000E00    5.4914E-11   7.4514E-12    51616.907963    51618.026794
1.0810E18     0.0000E00    9.8832E-11   1.3250E-11    50846.169583    50846.425837
1.0810E18     0.0000E00    7.2974E-11   4.1199E-12    51266.392014    51268.525312
1.0810E18     0.0000E00    4.5729E-11   4.8316E-12    51622.969977    51623.636841
1.0810E18     0.0000E00    1.0013E-10   1.1209E-11    51093.96603    51095.845174
1.0810E18     0.0000E00    1.9070E-10   9.8418E-12    50512.421597    50513.159534
1.0810E18     0.0000E00    4.8903E-11   6.4012E-12    51623.508576    51624.127884
1.0810E18     0.0000E00    7.6213E-11   5.5022E-12    51113.032211    51114.204792
1.0810E18     0.0000E00    5.5480E-11   7.7518E-12    51608.665417    51609.396539
1.0810E18     0.0000E00    3.7464E-11   5.1325E-12    52367.72331    52370.237477
1.0810E18     0.0000E00    3.0850E-10   3.2098E-11    50456.898356    50457.302819
1.0810E18     0.0000E00    1.5747E-10   1.5786E-11    50501.550069    50501.965317
1.0810E18     0.0000E00    1.2908E-10   1.5967E-11    50452.104178    50452.407683
1.0810E18     0.0000E00    8.9140E-11   7.3499E-12    51085.088877    51087.165208
1.0810E18     0.0000E00    1.2474E-10   7.4427E-12    50872.944919    50873.534814
1.0810E18     0.0000E00    8.1514E-11   8.4353E-12    51613.863056    51614.948757
1.0810E18     0.0000E00    1.6567E-10   1.4498E-11    50511.538588    50511.89912
1.0810E18     0.0000E00    4.0383E-11   4.8659E-12    51965.285394    51966.334631
1.0810E18     0.0000E00    8.5951E-11   9.8153E-12    51272.755347    51273.886157
1.0810E18     0.0000E00    3.6875E-11   4.7497E-12    52185.69272    52186.426836
1.0810E18     0.0000E00    1.4900E-10   1.6018E-11    50475.523692    50476.250043
1.0810E18     0.0000E00    1.9177E-10   1.6948E-11    50533.677778    50534.356914
1.0810E18     0.0000E00    3.8839E-11   3.2499E-12    51792.689977    51794.461632
1.0810E18     0.0000E00    9.2585E-11   4.0699E-12    51031.757593    51032.750395
1.0810E18     0.0000E00    2.5734E-11   3.1750E-12    51398.810475    51400.730926
1.0810E18     0.0000E00    2.9761E-11   3.5931E-12    51773.737442    51776.598681
1.0810E18     0.0000E00    7.7028E-11   5.3445E-12    51036.033183    51036.766153
1.0810E18     0.0000E00    7.5064E-11   3.6686E-12    51072.154005    51072.876557
1.0810E18     0.0000E00    7.4270E-11   7.8030E-12    51432.786771    51435.06941
1.0810E18     0.0000E00    1.0288E-10   8.4386E-12    51073.892407    51074.280465
1.0810E18     0.0000E00    1.0010E-10   5.9476E-12    51023.869792    51026.583565
1.0810E18     0.0000E00    5.6456E-11   4.9442E-12    51820.520891    51821.882731
1.0810E18     0.0000E00    1.2761E-10   5.3416E-12    50477.174525    50478.200023
1.0810E18     0.0000E00    3.2718E-11   3.8796E-12    51589.99485    51591.049316
1.0810E18     0.0000E00    1.1034E-10   1.2435E-11    50880.255266    50882.161655
1.0810E18     0.0000E00    3.3727E-11   4.1323E-12    52173.761192    52175.585775
1.0810E18     0.0000E00    4.4021E-11   4.2493E-12    52163.456632    52164.779826
1.0810E18     0.0000E00    7.5572E-11   8.4587E-12    52284.910613    52286.882442
1.0810E18     0.0000E00    6.0132E-11   8.7821E-12    51611.196354    51611.854191
1.0810E18     0.0000E00    4.4324E-11   6.3501E-12    51776.68081    51777.808196
1.0810E18     0.0000E00    3.8128E-11   4.3813E-12    51797.812037    51799.044769
1.0810E18     0.0000E00    2.0279E-10   8.1346E-12    50723.856551    50724.178068
1.0810E18     0.0000E00    5.2862E-11   6.1449E-12    51772.176782    51772.681689
1.0810E18     0.0000E00    2.8842E-11   5.2682E-12    51394.203762    51395.447025
1.0810E18     0.0000E00    1.4792E-10   7.2569E-12    50695.496169    50695.815672
1.0810E18     0.0000E00    3.2332E-11   4.4766E-12    52183.197766    52184.372685
1.0810E18     0.0000E00    4.3265E-11   8.1043E-12    52147.489664    52149.060833
1.0810E18     0.0000E00    5.4668E-11   7.4736E-12    51444.470706    51445.385497
1.0810E18     0.0000E00    3.6762E-11   5.0465E-12    51405.209306    51406.331297
1.0810E18     0.0000E00    3.9406E-11   4.8329E-12    51445.640671    51446.180194
1.0810E18     0.0000E00    5.0342E-11   6.4364E-12    51757.211053    51758.393715
1.0810E18     0.0000E00    1.8123E-10   1.9684E-11    50690.131366    50692.849271
1.0810E18     0.0000E00    9.1015E-11   7.7636E-12    51060.654363    51061.305869
1.0810E18     0.0000E00    1.3920E-10   7.4089E-12    50454.293981    50455.07058
1.0810E18     0.0000E00    1.6401E-10   6.3581E-12    50722.733981    50723.241515
1.0810E18     0.0000E00    1.4140E-10   6.4847E-12    50697.236956    50697.537338
1.0810E18     0.0000E00    4.2559E-11   4.3518E-12    52367.316586    52372.584769
1.0810E18     0.0000E00    4.2092E-11   6.1618E-12    51830.734838    51832.497523
1.0810E18     0.0000E00    4.2037E-11   5.6495E-12    51810.945567    51812.190891
# WFCCAT (id = 66)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
6.0210E17     0.0000E00    9.2747E-11   1.7271E-11    51418.028252    51419.690266
9.6480E17     0.0000E00    7.1709E-11   1.2691E-11    51418.028252    51419.690266
1.4480E18     0.0000E00    7.2347E-11   1.6355E-11    51418.028252    51419.690266
2.2310E18     0.0000E00    1.0365E-10   2.3230E-11    51418.028252    51419.690266
6.0210E17     0.0000E00    4.0380E-11   9.3803E-12    51299.274259    51301.199896
9.6480E17     0.0000E00    3.3486E-11   8.3153E-12    51299.274259    51301.199896
1.4480E18     0.0000E00    5.0204E-11   9.5671E-12    51299.274259    51301.199896
2.2310E18     0.0000E00    3.8182E-11   1.6666E-11    51299.274259    51301.199896
5.7550E17     0.0000E00    5.1570E-11   1.2036E-11    51951.535394    51952.363414
9.2370E17     0.0000E00    3.9574E-11   1.1221E-11    51951.535394    51952.363414
1.3810E18     0.0000E00    5.6074E-11   1.2841E-11    51951.535394    51952.363414
2.1230E18     0.0000E00    2.7925E-11   1.9914E-11    51951.535394    51952.363414
5.7550E17     0.0000E00    6.5194E-11   6.8630E-12    51268.602083    51269.971898
9.2370E17     0.0000E00    5.9196E-11   7.0480E-12    51268.602083    51269.971898
1.3810E18     0.0000E00    6.9900E-11   7.7738E-12    51268.602083    51269.971898
2.1230E18     0.0000E00    8.3543E-11   1.3327E-11    51268.602083    51269.971898
6.0210E17     0.0000E00    5.5127E-11   1.4827E-11    51615.049965    51616.162404
9.6480E17     0.0000E00    4.8400E-11   8.6304E-12    51615.049965    51616.162404
1.4480E18     0.0000E00    5.6761E-11   9.6499E-12    51615.049965    51616.162404
2.2310E18     0.0000E00    6.4931E-11   1.4817E-11    51615.049965    51616.162404
5.7550E17     0.0000E00    1.4193E-10   9.5868E-12    50925.73265    50926.383304
9.2370E17     0.0000E00    1.2760E-10   8.8757E-12    50925.73265    50926.383304
1.3810E18     0.0000E00    1.2074E-10   1.1358E-11    50925.73265    50926.383304
2.1230E18     0.0000E00    1.3961E-10   1.5353E-11    50925.73265    50926.383304
5.7550E17     0.0000E00    7.2216E-11   6.8606E-12    50459.496528    50460.08615
9.2370E17     0.0000E00    9.2004E-11   7.0537E-12    50459.496528    50460.08615
1.3810E18     0.0000E00    1.0880E-10   8.0863E-12    50459.496528    50460.08615
2.1230E18     0.0000E00    9.8721E-11   1.2277E-11    50459.496528    50460.08615
5.7550E17     0.0000E00    6.0470E-11   6.5842E-12    50868.806088    50869.655275
9.2370E17     0.0000E00    8.0265E-11   6.9190E-12    50868.806088    50869.655275
1.3810E18     0.0000E00    6.8839E-11   7.6817E-12    50868.806088    50869.655275
2.1230E18     0.0000E00    8.1919E-11   1.0725E-11    50868.806088    50869.655275
5.7550E17     0.0000E00    1.3137E-10   7.3098E-12    50509.611053    50510.05294
9.2370E17     0.0000E00    1.2156E-10   6.4914E-12    50509.611053    50510.05294
1.3810E18     0.0000E00    1.4548E-10   7.8801E-12    50509.611053    50510.05294
2.1230E18     0.0000E00    1.5158E-10   1.2086E-11    50509.611053    50510.05294
5.7550E17     0.0000E00    1.6760E-10   1.4065E-11    50522.360116    50523.110725
9.2370E17     0.0000E00    1.6166E-10   1.3021E-11    50522.360116    50523.110725
1.3810E18     0.0000E00    1.6565E-10   1.6647E-11    50522.360116    50523.110725
2.1230E18     0.0000E00    1.9188E-10   2.2343E-11    50522.360116    50523.110725
5.7550E17     0.0000E00    1.4128E-10   2.2428E-11    50458.992523    50459.480594
9.2370E17     0.0000E00    9.0185E-11   2.1118E-11    50458.992523    50459.480594
1.3810E18     0.0000E00    1.5878E-10   2.7952E-11    50458.992523    50459.480594
2.1230E18     0.0000E00    4.9343E-11   4.2551E-11    50458.992523    50459.480594
6.0210E17     0.0000E00    3.2992E-11   1.2601E-11    51616.907963    51618.026794
9.6480E17     0.0000E00    6.2144E-11   7.9437E-12    51616.907963    51618.026794
1.4480E18     0.0000E00    4.5894E-11   9.3802E-12    51616.907963    51618.026794
2.2310E18     0.0000E00    6.9713E-11   1.4967E-11    51616.907963    51618.026794
5.7550E17     0.0000E00    7.5290E-11   2.0811E-11    50846.169583    50846.425837
9.2370E17     0.0000E00    9.3788E-11   1.9101E-11    50846.169583    50846.425837
1.3810E18     0.0000E00    8.4646E-11   2.4496E-11    50846.169583    50846.425837
2.1230E18     0.0000E00    1.3645E-10   3.5623E-11    50846.169583    50846.425837
5.7550E17     0.0000E00    7.2382E-11   5.4113E-12    51266.392014    51268.525312
9.2370E17     0.0000E00    7.4778E-11   5.1234E-12    51266.392014    51268.525312
1.3810E18     0.0000E00    6.5880E-11   6.0938E-12    51266.392014    51268.525312
2.1230E18     0.0000E00    5.0510E-11   9.5956E-12    51266.392014    51268.525312
5.7550E17     0.0000E00    6.3296E-11   8.6500E-12    51622.969977    51623.636841
9.2370E17     0.0000E00    4.6438E-11   7.4307E-12    51622.969977    51623.636841
1.3810E18     0.0000E00    4.0292E-11   8.6500E-12    51622.969977    51623.636841
2.1230E18     0.0000E00    2.2724E-11   1.2313E-11    51622.969977    51623.636841
5.7550E17     0.0000E00    7.0851E-11   1.2991E-11    51093.96603    51095.845174
9.2370E17     0.0000E00    7.9737E-11   1.1875E-11    51093.96603    51095.845174
1.3810E18     0.0000E00    9.3598E-11   1.4066E-11    51093.96603    51095.845174
2.1230E18     0.0000E00    1.0872E-10   2.4436E-11    51093.96603    51095.845174
5.7550E17     0.0000E00    1.6733E-10   1.1538E-11    50512.421597    50513.159534
9.2370E17     0.0000E00    1.4883E-10   1.1203E-11    50512.421597    50513.159534
1.3810E18     0.0000E00    1.9285E-10   1.3836E-11    50512.421597    50513.159534
2.1230E18     0.0000E00    1.5066E-10   2.1095E-11    50512.421597    50513.159534
6.0210E17     0.0000E00    4.2553E-11   9.6360E-12    51623.508576    51624.127884
9.6480E17     0.0000E00    4.0350E-11   8.5537E-12    51623.508576    51624.127884
1.4480E18     0.0000E00    4.8370E-11   9.8152E-12    51623.508576    51624.127884
2.2310E18     0.0000E00    4.4696E-11   1.4388E-11    51623.508576    51624.127884
5.7550E17     0.0000E00    6.4626E-11   7.2446E-12    51113.032211    51114.204792
9.2370E17     0.0000E00    6.9934E-11   7.4968E-12    51113.032211    51114.204792
1.3810E18     0.0000E00    6.9458E-11   9.1135E-12    51113.032211    51114.204792
2.1230E18     0.0000E00    8.2687E-11   1.6379E-11    51113.032211    51114.204792
5.7550E17     0.0000E00    6.3924E-11   1.1825E-11    51608.665417    51609.396539
9.2370E17     0.0000E00    5.9414E-11   1.2246E-11    51608.665417    51609.396539
1.3810E18     0.0000E00    4.7404E-11   1.3746E-11    51608.665417    51609.396539
2.1230E18     0.0000E00    6.3236E-11   2.4226E-11    51608.665417    51609.396539
6.0210E17     0.0000E00    4.6588E-11   6.7389E-12    52367.72331    52370.237477
9.6480E17     0.0000E00    2.7071E-11   6.1726E-12    52367.72331    52370.237477
1.4480E18     0.0000E00    4.2785E-11   7.5883E-12    52367.72331    52370.237477
2.2310E18     0.0000E00    6.5103E-11   1.3672E-11    52367.72331    52370.237477
5.7550E17     0.0000E00    2.1190E-10   3.6878E-11    50456.898356    50457.302819
9.2370E17     0.0000E00    2.5115E-10   4.1300E-11    50456.898356    50457.302819
1.3810E18     0.0000E00    3.1375E-10   5.0900E-11    50456.898356    50457.302819
2.1230E18     0.0000E00    1.6369E-10   9.4416E-11    50456.898356    50457.302819
6.0210E17     0.0000E00    1.6692E-10   2.0502E-11    50501.550069    50501.965317
9.6480E17     0.0000E00    1.5030E-10   2.1761E-11    50501.550069    50501.965317
1.4480E18     0.0000E00    1.7302E-10   2.8647E-11    50501.550069    50501.965317
2.2310E18     0.0000E00    7.5854E-11   4.8632E-11    50501.550069    50501.965317
5.7550E17     0.0000E00    8.3854E-11   1.8012E-11    50452.104178    50452.407683
9.2370E17     0.0000E00    9.4692E-11   1.9083E-11    50452.104178    50452.407683
1.3810E18     0.0000E00    1.3483E-10   2.2860E-11    50452.104178    50452.407683
2.1230E18     0.0000E00    1.3895E-10   3.4172E-11    50452.104178    50452.407683
5.7550E17     0.0000E00    6.4664E-11   7.7934E-12    51085.088877    51087.165208
9.2370E17     0.0000E00    7.9561E-11   9.1491E-12    51085.088877    51087.165208
1.3810E18     0.0000E00    7.6297E-11   1.1869E-11    51085.088877    51087.165208
2.1230E18     0.0000E00    1.2452E-10   1.5910E-11    51085.088877    51087.165208
5.7550E17     0.0000E00    1.0464E-10   1.0705E-11    50872.944919    50873.534814
9.2370E17     0.0000E00    1.1898E-10   9.3226E-12    50872.944919    50873.534814
1.3810E18     0.0000E00    1.1266E-10   1.1266E-11    50872.944919    50873.534814
2.1230E18     0.0000E00    8.9497E-11   1.9104E-11    50872.944919    50873.534814
5.7550E17     0.0000E00    6.5394E-11   1.0257E-11    51613.863056    51614.948757
9.2370E17     0.0000E00    6.8587E-11   1.0089E-11    51613.863056    51614.948757
1.3810E18     0.0000E00    7.6734E-11   1.1762E-11    51613.863056    51614.948757
2.1230E18     0.0000E00    5.2509E-11   2.2454E-11    51613.863056    51614.948757
5.7550E17     0.0000E00    9.7928E-11   1.8469E-11    50511.538588    50511.89912
9.2370E17     0.0000E00    1.4882E-10   1.7863E-11    50511.538588    50511.89912
1.3810E18     0.0000E00    1.4574E-10   2.2467E-11    50511.538588    50511.89912
2.1230E18     0.0000E00    1.3844E-10   3.3783E-11    50511.538588    50511.89912
5.7550E17     0.0000E00    3.6998E-11   6.9622E-12    51965.285394    51966.334631
9.2370E17     0.0000E00    3.5927E-11   5.9421E-12    51965.285394    51966.334631
1.3810E18     0.0000E00    4.1202E-11   7.0322E-12    51965.285394    51966.334631
2.1230E18     0.0000E00    1.9430E-11   1.1071E-11    51965.285394    51966.334631
5.7550E17     0.0000E00    1.0457E-10   1.3964E-11    51272.755347    51273.886157
9.2370E17     0.0000E00    8.9659E-11   1.4371E-11    51272.755347    51273.886157
1.3810E18     0.0000E00    8.5547E-11   1.6970E-11    51272.755347    51273.886157
2.1230E18     0.0000E00    7.3128E-11   2.6122E-11    51272.755347    51273.886157
6.0210E17     0.0000E00    4.9831E-11   6.2291E-12    52185.69272    52186.426836
9.6480E17     0.0000E00    2.9260E-11   5.9861E-12    52185.69272    52186.426836
1.4480E18     0.0000E00    3.6300E-11   7.1481E-12    52185.69272    52186.426836
2.2310E18     0.0000E00    4.3751E-11   9.5051E-12    52185.69272    52186.426836
5.7550E17     0.0000E00    1.2833E-10   1.9244E-11    50475.523692    50476.250043
9.2370E17     0.0000E00    1.0177E-10   2.0154E-11    50475.523692    50476.250043
1.3810E18     0.0000E00    1.6786E-10   2.5038E-11    50475.523692    50476.250043
2.1230E18     0.0000E00    4.9364E-11   4.0642E-11    50475.523692    50476.250043
5.7550E17     0.0000E00    2.2894E-10   2.2967E-11    50533.677778    50534.356914
9.2370E17     0.0000E00    1.7623E-10   2.2160E-11    50533.677778    50534.356914
1.3810E18     0.0000E00    1.8242E-10   2.6907E-11    50533.677778    50534.356914
2.1230E18     0.0000E00    1.8598E-10   4.4069E-11    50533.677778    50534.356914
6.0210E17     0.0000E00    4.9780E-11   4.7595E-12    51792.689977    51794.461632
9.6480E17     0.0000E00    4.0070E-11   4.6744E-12    51792.689977    51794.461632
1.4480E18     0.0000E00    3.9309E-11   6.4299E-12    51792.689977    51794.461632
2.2310E18     0.0000E00    2.0000E-11   9.2415E-12    51792.689977    51794.461632
6.0210E17     0.0000E00    8.5789E-11   6.0059E-12    51031.757593    51032.750395
9.6480E17     0.0000E00    8.8625E-11   4.9688E-12    51031.757593    51032.750395
1.4480E18     0.0000E00    8.7894E-11   6.5209E-12    51031.757593    51032.750395
2.2310E18     0.0000E00    8.0990E-11   1.0160E-11    51031.757593    51032.750395
6.0210E17     0.0000E00    2.7776E-11   4.8758E-12    51398.810475    51400.730926
9.6480E17     0.0000E00    2.6814E-11   4.2625E-12    51398.810475    51400.730926
1.4480E18     0.0000E00    2.5441E-11   4.8607E-12    51398.810475    51400.730926
6.0210E17     0.0000E00    2.1156E-11   4.3215E-12    51773.737442    51776.598681
9.6480E17     0.0000E00    3.2381E-11   4.3446E-12    51773.737442    51776.598681
1.4480E18     0.0000E00    2.5730E-11   5.8613E-12    51773.737442    51776.598681
2.2310E18     0.0000E00    2.4517E-11   8.9088E-12    51773.737442    51776.598681
6.0210E17     0.0000E00    7.0407E-11   7.5300E-12    51036.033183    51036.766153
9.6480E17     0.0000E00    6.9946E-11   7.3445E-12    51036.033183    51036.766153
1.4480E18     0.0000E00    7.3846E-11   8.4073E-12    51036.033183    51036.766153
2.2310E18     0.0000E00    7.3124E-11   1.2754E-11    51036.033183    51036.766153
6.0210E17     0.0000E00    8.3785E-11   6.2373E-12    51072.154005    51072.876557
9.6480E17     0.0000E00    7.2232E-11   5.6722E-12    51072.154005    51072.876557
1.4480E18     0.0000E00    7.0399E-11   7.0960E-12    51072.154005    51072.876557
2.2310E18     0.0000E00    7.2232E-11   1.0350E-11    51072.154005    51072.876557
5.7550E17     0.0000E00    5.3174E-11   9.1734E-12    51432.786771    51435.06941
9.2370E17     0.0000E00    5.5698E-11   8.5217E-12    51432.786771    51435.06941
1.3810E18     0.0000E00    6.9377E-11   9.8795E-12    51432.786771    51435.06941
2.1230E18     0.0000E00    8.2552E-11   1.6193E-11    51432.786771    51435.06941
6.0210E17     0.0000E00    1.0490E-10   1.2029E-11    51073.892407    51074.280465
9.6480E17     0.0000E00    9.4282E-11   1.0933E-11    51073.892407    51074.280465
1.4480E18     0.0000E00    1.0219E-10   1.4111E-11    51073.892407    51074.280465
2.2310E18     0.0000E00    5.6857E-11   1.9945E-11    51073.892407    51074.280465
6.0210E17     0.0000E00    1.0142E-10   7.6375E-12    51023.869792    51026.583565
9.6480E17     0.0000E00    1.0227E-10   7.1864E-12    51023.869792    51026.583565
1.4480E18     0.0000E00    9.3082E-11   8.5519E-12    51023.869792    51026.583565
2.2310E18     0.0000E00    1.3358E-10   1.4190E-11    51023.869792    51026.583565
6.0210E17     0.0000E00    5.8471E-11   7.2310E-12    51820.520891    51821.882731
9.6480E17     0.0000E00    5.3978E-11   6.6660E-12    51820.520891    51821.882731
1.4480E18     0.0000E00    5.6879E-11   8.4458E-12    51820.520891    51821.882731
5.7550E17     0.0000E00    1.3582E-10   8.4255E-12    50477.174525    50478.200023
9.2370E17     0.0000E00    1.2247E-10   7.5143E-12    50477.174525    50478.200023
1.3810E18     0.0000E00    1.1833E-10   8.6985E-12    50477.174525    50478.200023
2.1230E18     0.0000E00    9.7423E-11   1.4300E-11    50477.174525    50478.200023
5.7550E17     0.0000E00    3.4621E-11   6.0922E-12    51589.99485    51591.049316
9.2370E17     0.0000E00    3.3007E-11   5.7764E-12    51589.99485    51591.049316
1.3810E18     0.0000E00    2.7153E-11   6.7627E-12    51589.99485    51591.049316
2.1230E18     0.0000E00    2.3024E-11   9.7848E-12    51589.99485    51591.049316
6.0210E17     0.0000E00    8.3064E-11   1.1756E-11    50880.255266    50882.161655
9.6480E17     0.0000E00    8.8978E-11   1.2403E-11    50880.255266    50882.161655
1.4480E18     0.0000E00    1.1500E-10   1.6592E-11    50880.255266    50882.161655
2.2310E18     0.0000E00    1.2280E-10   2.6891E-11    50880.255266    50882.161655
6.0210E17     0.0000E00    3.3630E-11   4.0971E-12    52173.761192    52175.585775
9.6480E17     0.0000E00    3.2150E-11   3.8310E-12    52173.761192    52175.585775
1.4480E18     0.0000E00    3.3920E-11   4.9471E-12    52173.761192    52175.585775
2.2310E18     0.0000E00    3.2300E-11   7.4291E-12    52173.761192    52175.585775
6.0210E17     0.0000E00    4.6380E-11   5.9671E-12    52163.456632    52164.779826
9.6480E17     0.0000E00    4.5400E-11   5.3151E-12    52163.456632    52164.779826
1.4480E18     0.0000E00    3.9350E-11   5.9871E-12    52163.456632    52164.779826
2.2310E18     0.0000E00    3.2050E-11   9.2131E-12    52163.456632    52164.779826
5.7550E17     0.0000E00    4.3017E-11   8.6034E-12    52284.910613    52286.882442
9.2370E17     0.0000E00    6.2831E-11   8.6536E-12    52284.910613    52286.882442
1.3810E18     0.0000E00    7.1422E-11   1.0854E-11    52284.910613    52286.882442
2.1230E18     0.0000E00    5.2878E-11   1.6394E-11    52284.910613    52286.882442
5.7550E17     0.0000E00    5.9241E-11   1.2124E-11    51611.196354    51611.854191
9.2370E17     0.0000E00    4.2628E-11   1.1846E-11    51611.196354    51611.854191
1.3810E18     0.0000E00    5.6252E-11   1.4374E-11    51611.196354    51611.854191
2.1230E18     0.0000E00    9.9948E-11   2.4504E-11    51611.196354    51611.854191
6.0210E17     0.0000E00    2.9976E-11   8.5124E-12    51776.68081    51777.808196
9.6480E17     0.0000E00    5.1633E-11   7.5555E-12    51776.68081    51777.808196
1.4480E18     0.0000E00    4.3282E-11   9.0020E-12    51776.68081    51777.808196
6.0210E17     0.0000E00    4.0080E-11   6.1666E-12    51797.812037    51799.044769
9.6480E17     0.0000E00    3.2150E-11   5.4117E-12    51797.812037    51799.044769
1.4480E18     0.0000E00    3.6705E-11   6.9466E-12    51797.812037    51799.044769
2.2310E18     0.0000E00    4.4275E-11   9.7821E-12    51797.812037    51799.044769
6.0210E17     0.0000E00    2.0564E-10   1.1265E-11    50723.856551    50724.178068
9.6480E17     0.0000E00    1.7996E-10   1.1897E-11    50723.856551    50724.178068
1.4480E18     0.0000E00    1.9852E-10   1.4746E-11    50723.856551    50724.178068
2.2310E18     0.0000E00    2.1046E-10   2.2871E-11    50723.856551    50724.178068
6.0210E17     0.0000E00    4.2162E-11   8.8245E-12    51772.176782    51772.681689
9.6480E17     0.0000E00    5.1320E-11   9.0482E-12    51772.176782    51772.681689
1.4480E18     0.0000E00    5.4430E-11   1.0744E-11    51772.176782    51772.681689
2.2310E18     0.0000E00    2.4567E-11   1.6662E-11    51772.176782    51772.681689
6.0210E17     0.0000E00    5.0912E-11   1.0440E-11    51394.203762    51395.447025
9.6480E17     0.0000E00    2.6593E-11   7.2869E-12    51394.203762    51395.447025
1.4480E18     0.0000E00    2.7709E-11   8.2564E-12    51394.203762    51395.447025
