# RA = 16 53 52.21 (253.46754)
# Dec = +39 45 37.58 (39.76044)
# Redshift = 0.0
# nH = 1.69E20 cm^-2 
# NuBlazar (id = 124)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.1570E15     0.0000E00    2.9337E-11   3.1744E-13    54266.463322    54266.463322
1.1570E15     0.0000E00    2.7429E-11   2.7325E-13    55020.914468    55020.914468
1.1570E15     0.0000E00    2.7085E-11   2.0883E-13    54965.1464    54965.1464
1.1570E15     0.0000E00    4.1065E-11   3.7508E-13    55382.506956    55382.506956
1.1570E15     0.0000E00    2.8825E-11   2.9048E-13    54568.112384    54568.112384
1.1570E15     0.0000E00    2.7916E-11   3.8654E-13    54915.155023    54915.155023
1.1570E15     0.0000E00    3.5289E-11   3.4398E-13    55333.980787    55333.980787
1.1570E15     0.0000E00    3.1522E-11   1.2070E-13    54980.09    54980.09
1.1570E15     0.0000E00    3.8767E-11   5.0336E-13    55361.040046    55361.040046
1.1570E15     0.0000E00    3.8438E-11   3.6836E-13    55403.791157    55403.791157
1.1570E15     0.0000E00    3.8793E-11   3.7597E-13    55291.898218    55291.898218
1.1570E15     0.0000E00    2.2818E-11   3.2532E-13    54914.206308    54914.206308
1.1570E15     0.0000E00    2.7955E-11   3.6725E-13    54970.235984    54970.235984
1.1570E15     0.0000E00    2.8674E-11   3.1634E-13    54571.125602    54571.125602
1.1570E15     0.0000E00    3.0845E-11   1.6128E-13    54978.011991    54978.011991
1.1570E15     0.0000E00    3.0886E-11   1.6646E-13    54979.019977    54979.019977
1.1570E15     0.0000E00    2.8226E-11   4.4752E-13    54559.134688    54559.134688
1.1570E15     0.0000E00    3.3244E-11   2.1050E-13    54989.923171    54989.923171
1.1570E15     0.0000E00    2.9063E-11   4.5603E-13    54562.404016    54562.404016
1.1570E15     0.0000E00    3.2443E-11   7.5695E-13    54941.063542    54941.063542
1.1570E15     0.0000E00    2.9271E-11   3.2782E-13    54553.105428    54553.105428
1.1570E15     0.0000E00    2.7678E-11   4.4337E-13    54562.084653    54562.084653
1.1570E15     0.0000E00    2.8251E-11   3.1849E-13    55152.952072    55152.952072
1.1570E15     0.0000E00    2.7376E-11   3.1480E-13    54273.209745    54273.209745
1.1570E15     0.0000E00    2.8099E-11   3.3397E-13    55138.506597    55138.506597
1.1570E15     0.0000E00    3.0046E-11   3.6224E-13    55173.093241    55173.093241
1.1570E15     0.0000E00    2.6624E-11   3.1470E-13    55089.10853    55089.10853
1.1570E15     0.0000E00    2.8893E-11   3.3620E-13    55229.988009    55229.988009
1.1570E15     0.0000E00    2.5202E-11   3.4352E-13    55215.205995    55215.205995
1.1570E15     0.0000E00    2.9114E-11   3.0356E-13    55068.414977    55068.414977
1.1570E15     0.0000E00    3.4968E-11   3.5473E-13    54946.074931    54946.074931
1.1570E15     0.0000E00    2.6703E-11   2.8650E-13    55201.011458    55201.011458
1.1570E15     0.0000E00    2.7644E-11   3.4040E-13    55180.000799    55180.000799
1.1570E15     0.0000E00    2.6899E-11   3.9868E-13    55103.428924    55103.428924
1.1570E15     0.0000E00    2.7393E-11   2.6108E-13    55187.822269    55187.822269
1.1570E15     0.0000E00    3.0302E-11   3.6540E-13    54248.243426    54248.243426
1.1570E15     0.0000E00    2.7744E-11   4.2316E-13    54586.362535    54586.362535
1.1570E15     0.0000E00    4.4440E-11   4.1115E-13    55375.203854    55375.203854
1.1570E15     0.0000E00    2.8033E-11   3.1804E-13    54204.147824    54204.147824
1.1570E15     0.0000E00    3.0743E-11   3.2304E-13    54182.294907    54182.294907
1.1570E15     0.0000E00    2.7520E-11   3.2105E-13    54580.077037    54580.077037
1.1570E15     0.0000E00    3.1593E-11   3.1029E-13    55319.535764    55319.535764
1.1570E15     0.0000E00    2.9930E-11   3.3081E-13    54218.137604    54218.137604
1.1570E15     0.0000E00    2.7033E-11   3.0121E-13    55005.971979    55005.971979
1.1570E15     0.0000E00    3.2124E-11   4.7757E-13    55429.213056    55429.213056
1.1570E15     0.0000E00    2.8540E-11   3.6001E-13    55040.786354    55040.786354
1.1570E15     0.0000E00    2.8048E-11   2.9353E-13    54197.179549    54197.179549
1.1570E15     0.0000E00    2.8630E-11   4.0953E-13    54598.140822    54598.140822
1.1570E15     0.0000E00    3.3127E-11   2.2248E-13    53934.863958    53934.863958
1.1570E15     0.0000E00    2.8630E-11   1.0364E-12    54964.90044    54964.90044
1.1570E15     0.0000E00    3.6473E-11   3.7035E-13    55368.78125    55368.78125
1.1570E15     0.0000E00    3.1133E-11   3.0022E-13    55047.336991    55047.336991
1.1570E15     0.0000E00    3.8472E-11   3.8061E-13    55411.009699    55411.009699
1.1570E15     0.0000E00    3.0650E-11   3.4205E-13    54951.037708    54951.037708
1.1570E15     0.0000E00    2.8733E-11   3.3977E-13    55035.15691    55035.15691
1.1570E15     0.0000E00    2.8272E-11   4.4023E-13    54589.384421    54589.384421
1.1570E15     0.0000E00    2.7264E-11   4.3143E-13    54589.117766    54589.117766
1.1570E15     0.0000E00    2.4133E-11   2.4155E-13    55015.945637    55015.945637
1.1570E15     0.0000E00    3.0141E-11   2.7287E-13    54189.796273    54189.796273
1.1570E15     0.0000E00    2.6512E-11   2.3996E-13    55208.246933    55208.246933
1.1570E15     0.0000E00    2.8741E-11   3.2759E-13    54556.122662    54556.122662
1.1570E15     0.0000E00    2.9070E-11   5.2499E-13    54962.000394    54962.000394
1.1570E15     0.0000E00    3.0395E-11   3.3774E-13    54238.19566    54238.19566
1.1570E15     0.0000E00    2.8859E-11   3.4805E-13    54957.054051    54957.054051
1.1570E15     0.0000E00    2.9369E-11   3.2461E-13    55347.843669    55347.843669
1.1570E15     0.0000E00    2.6311E-11   4.2298E-13    54583.083669    54583.083669
1.1570E15     0.0000E00    2.7446E-11   4.4623E-13    54592.395556    54592.395556
1.1570E15     0.0000E00    3.9095E-11   3.9247E-13    55396.689502    55396.689502
1.1570E15     0.0000E00    3.2532E-11   2.3703E-13    54224.352164    54224.352164
1.1570E15     0.0000E00    2.7364E-11   3.3962E-13    54913.143646    54913.143646
1.1570E15     0.0000E00    2.9012E-11   3.2732E-13    55043.001053    55043.001053
1.1570E15     0.0000E00    3.0733E-11   4.1129E-13    55054.229456    55054.229456
1.1570E15     0.0000E00    2.8871E-11   4.4577E-13    54559.454722    54559.454722
1.1570E15     0.0000E00    3.0363E-11   1.0179E-13    55027.668449    55027.668449
1.1570E15     0.0000E00    2.8363E-11   3.7959E-13    54918.15537    54918.15537
1.1570E15     0.0000E00    2.7607E-11   3.0073E-13    55236.215579    55236.215579
1.1570E15     0.0000E00    3.1832E-11   2.9495E-13    54929.081296    54929.081296
1.1570E15     0.0000E00    2.7225E-11   4.3090E-13    54583.41838    54583.41838
1.1570E15     0.0000E00    3.2802E-11   3.4285E-13    54923.06316    54923.06316
1.1570E15     0.0000E00    2.7694E-11   3.3201E-13    55096.001123    55096.001123
1.1570E15     0.0000E00    3.3829E-11   2.9397E-13    55276.030463    55276.030463
1.1570E15     0.0000E00    3.4243E-11   3.8244E-13    54935.041516    54935.041516
1.1570E15     0.0000E00    2.7314E-11   3.2910E-13    55029.885822    55029.885822
1.1570E15     0.0000E00    2.7033E-11   4.0650E-13    54598.418947    54598.418947
1.1570E15     0.0000E00    2.6712E-11   4.0428E-13    54586.094387    54586.094387
1.1570E15     0.0000E00    2.9712E-11   3.1955E-13    55131.937975    55131.937975
1.1570E15     0.0000E00    2.6342E-11   2.7278E-13    55194.391956    55194.391956
1.1570E15     0.0000E00    2.8351E-11   3.2479E-13    55117.943414    55117.943414
1.1570E15     0.0000E00    2.9958E-11   2.8640E-13    55159.388715    55159.388715
1.1570E15     0.0000E00    2.8659E-11   3.4468E-13    55110.985718    55110.985718
# UVOTSSC u (id = 50)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
8.5630E14     0.0000E00    3.4736E-11   4.9495E-13    53935.935162    53935.935162
8.5630E14     0.0000E00    3.6268E-11   5.3184E-13    55248.603229    55248.603229
8.5630E14     0.0000E00    3.0200E-11   3.6675E-13    54565.09853    54565.09853
8.5630E14     0.0000E00    3.4344E-11   4.0508E-13    54211.421308    54211.421308
8.5630E14     0.0000E00    3.2357E-11   3.6944E-13    54266.463322    54266.463322
8.5630E14     0.0000E00    3.1387E-11   3.3826E-13    54568.112384    54568.112384
8.5630E14     0.0000E00    3.3200E-11   4.7092E-13    54915.155023    54915.155023
8.5630E14     0.0000E00    2.8890E-11   4.0750E-13    54914.206308    54914.206308
8.5630E14     0.0000E00    3.1288E-11   3.7201E-13    54571.125602    54571.125602
8.5630E14     0.0000E00    3.0448E-11   5.1644E-13    54559.134688    54559.134688
8.5630E14     0.0000E00    3.2247E-11   5.3418E-13    54562.404016    54562.404016
8.5630E14     0.0000E00    3.3317E-11   3.9097E-13    54553.105428    54553.105428
8.5630E14     0.0000E00    3.0594E-11   5.2082E-13    54562.084653    54562.084653
8.5630E14     0.0000E00    3.2210E-11   3.8297E-13    54273.209745    54273.209745
8.5630E14     0.0000E00    3.4649E-11   4.3861E-13    54248.243426    54248.243426
8.5630E14     0.0000E00    3.0170E-11   4.8671E-13    54586.362535    54586.362535
8.5630E14     0.0000E00    3.0965E-11   3.7728E-13    54204.147824    54204.147824
8.5630E14     0.0000E00    3.3388E-11   3.7473E-13    54182.294907    54182.294907
8.5630E14     0.0000E00    3.1705E-11   3.8387E-13    54580.077037    54580.077037
8.5630E14     0.0000E00    3.3463E-11   3.9001E-13    54218.137604    54218.137604
8.5630E14     0.0000E00    3.6264E-11   5.6967E-13    55429.213056    55429.213056
8.5630E14     0.0000E00    2.9944E-11   3.3745E-13    54197.179549    54197.179549
8.5630E14     0.0000E00    3.0103E-11   4.6351E-13    54598.140822    54598.140822
8.5630E14     0.0000E00    3.8464E-11   2.7132E-13    53934.863958    53934.863958
8.5630E14     0.0000E00    3.1930E-11   5.2042E-13    54589.384421    54589.384421
8.5630E14     0.0000E00    3.1863E-11   5.2007E-13    54589.117766    54589.117766
8.5630E14     0.0000E00    3.3188E-11   3.2163E-13    54189.796273    54189.796273
8.5630E14     0.0000E00    3.1511E-11   3.8043E-13    54556.122662    54556.122662
8.5630E14     0.0000E00    3.4329E-11   4.0092E-13    54238.19566    54238.19566
8.5630E14     0.0000E00    3.0613E-11   5.0729E-13    54583.083669    54583.083669
8.5630E14     0.0000E00    3.0477E-11   5.2148E-13    54592.395556    54592.395556
8.5630E14     0.0000E00    3.6589E-11   2.8250E-13    54224.352164    54224.352164
8.5630E14     0.0000E00    3.0905E-11   3.9981E-13    54913.143646    54913.143646
8.5630E14     0.0000E00    3.0932E-11   5.0985E-13    54559.454722    54559.454722
8.5630E14     0.0000E00    2.8201E-11   4.8353E-13    54583.41838    54583.41838
8.5630E14     0.0000E00    3.6658E-11   3.4154E-13    55276.030463    55276.030463
8.5630E14     0.0000E00    3.0434E-11   4.7860E-13    54598.418947    54598.418947
8.5630E14     0.0000E00    3.0557E-11   4.8003E-13    54586.094387    54586.094387
# UVOTSSC b (id = 49)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
6.9250E14     0.0000E00    4.9481E-11   7.1003E-13    55248.603229    55248.603229
6.9250E14     0.0000E00    4.6347E-11   5.2812E-13    54565.09853    54565.09853
6.9250E14     0.0000E00    5.2751E-11   5.7925E-13    54211.421308    54211.421308
6.9250E14     0.0000E00    5.0896E-11   5.3172E-13    54266.463322    54266.463322
6.9250E14     0.0000E00    4.7454E-11   4.8061E-13    54568.112384    54568.112384
6.9250E14     0.0000E00    4.8465E-11   6.5137E-13    54915.155023    54915.155023
6.9250E14     0.0000E00    4.4329E-11   5.7893E-13    54914.206308    54914.206308
6.9250E14     0.0000E00    4.4658E-11   5.0957E-13    54571.125602    54571.125602
6.9250E14     0.0000E00    4.7247E-11   7.4382E-13    54559.134688    54559.134688
6.9250E14     0.0000E00    4.9347E-11   7.5347E-13    54562.404016    54562.404016
6.9250E14     0.0000E00    4.9553E-11   5.4254E-13    54553.105428    54553.105428
6.9250E14     0.0000E00    4.5203E-11   7.2860E-13    54562.084653    54562.084653
6.9250E14     0.0000E00    5.1038E-11   5.5442E-13    54273.209745    54273.209745
6.9250E14     0.0000E00    5.3018E-11   6.2010E-13    54248.243426    54248.243426
6.9250E14     0.0000E00    4.8269E-11   7.1398E-13    54586.362535    54586.362535
6.9250E14     0.0000E00    4.4074E-11   5.5787E-13    54204.147824    54204.147824
6.9250E14     0.0000E00    5.2325E-11   5.4145E-13    54182.294907    54182.294907
6.9250E14     0.0000E00    5.0683E-11   5.5722E-13    54580.077037    54580.077037
6.9250E14     0.0000E00    5.2836E-11   5.6678E-13    54218.137604    54218.137604
6.9250E14     0.0000E00    5.2795E-11   7.7704E-13    55429.213056    55429.213056
6.9250E14     0.0000E00    4.9211E-11   5.0793E-13    54197.179549    54197.179549
6.9250E14     0.0000E00    4.8684E-11   6.7944E-13    54598.140822    54598.140822
6.9250E14     0.0000E00    4.7574E-11   7.2502E-13    54589.384421    54589.384421
6.9250E14     0.0000E00    4.6720E-11   7.1783E-13    54589.117766    54589.117766
6.9250E14     0.0000E00    5.1932E-11   4.6534E-13    54189.796273    54189.796273
6.9250E14     0.0000E00    5.0989E-11   5.6026E-13    54556.122662    54556.122662
6.9250E14     0.0000E00    5.2500E-11   5.6903E-13    54238.19566    54238.19566
6.9250E14     0.0000E00    4.2733E-11   6.7690E-13    54583.083669    54583.083669
6.9250E14     0.0000E00    4.6744E-11   7.4142E-13    54592.395556    54592.395556
6.9250E14     0.0000E00    5.6746E-11   4.0687E-13    54224.352164    54224.352164
6.9250E14     0.0000E00    4.7840E-11   5.7241E-13    54913.143646    54913.143646
6.9250E14     0.0000E00    4.6965E-11   7.2133E-13    54559.454722    54559.454722
6.9250E14     0.0000E00    4.6666E-11   7.1792E-13    54583.41838    54583.41838
6.9250E14     0.0000E00    5.5622E-11   4.8524E-13    55276.030463    55276.030463
6.9250E14     0.0000E00    4.7808E-11   6.9068E-13    54598.418947    54598.418947
6.9250E14     0.0000E00    5.0521E-11   7.1955E-13    54586.094387    54586.094387
# UVOTSSC v (id = 48)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
5.5500E14     0.0000E00    6.5919E-11   1.1479E-12    55248.603229    55248.603229
5.5500E14     0.0000E00    6.5504E-11   8.8532E-13    54565.09853    54565.09853
5.5500E14     0.0000E00    7.0535E-11   9.2726E-13    54211.421308    54211.421308
5.5500E14     0.0000E00    6.9861E-11   8.6564E-13    54266.463322    54266.463322
5.5500E14     0.0000E00    6.7066E-11   8.1579E-13    54568.112384    54568.112384
5.5500E14     0.0000E00    6.3921E-11   1.0464E-12    54915.155023    54915.155023
5.5500E14     0.0000E00    5.8609E-11   9.3198E-13    54914.206308    54914.206308
5.5500E14     0.0000E00    6.0184E-11   8.3704E-13    54571.125602    54571.125602
5.5500E14     0.0000E00    6.1689E-11   1.1962E-12    54559.134688    54559.134688
5.5500E14     0.0000E00    6.2987E-11   1.1852E-12    54562.404016    54562.404016
5.5500E14     0.0000E00    7.0572E-11   9.1468E-13    54553.105428    54553.105428
5.5500E14     0.0000E00    6.1566E-11   1.1966E-12    54562.084653    54562.084653
5.5500E14     0.0000E00    6.9634E-11   8.9964E-13    54273.209745    54273.209745
5.5500E14     0.0000E00    7.2971E-11   1.0105E-12    54248.243426    54248.243426
5.5500E14     0.0000E00    6.3721E-11   1.1352E-12    54586.362535    54586.362535
5.5500E14     0.0000E00    6.4828E-11   1.7869E-12    54204.147824    54204.147824
5.5500E14     0.0000E00    7.2350E-11   8.8858E-13    54182.294907    54182.294907
5.5500E14     0.0000E00    7.0379E-11   9.1819E-13    54580.077037    54580.077037
5.5500E14     0.0000E00    7.3849E-11   9.3021E-13    54218.137604    54218.137604
5.5500E14     0.0000E00    7.0181E-11   1.2469E-12    55429.213056    55429.213056
5.5500E14     0.0000E00    6.5102E-11   8.1842E-13    54197.179549    54197.179549
5.5500E14     0.0000E00    6.4551E-11   1.0876E-12    54598.140822    54598.140822
5.5500E14     0.0000E00    6.5564E-11   1.1946E-12    54589.384421    54589.384421
5.5500E14     0.0000E00    6.7761E-11   1.2193E-12    54589.117766    54589.117766
5.5500E14     0.0000E00    6.8642E-11   9.9677E-13    54189.796273    54189.796273
5.5500E14     0.0000E00    6.7794E-11   8.9919E-13    54556.122662    54556.122662
5.5500E14     0.0000E00    7.4238E-11   9.4601E-13    54238.19566    54238.19566
5.5500E14     0.0000E00    6.8214E-11   1.2281E-12    54583.083669    54583.083669
5.5500E14     0.0000E00    5.9476E-11   1.1647E-12    54592.395556    54592.395556
5.5500E14     0.0000E00    7.6911E-11   6.5438E-13    54224.352164    54224.352164
5.5500E14     0.0000E00    6.3970E-11   9.2695E-13    54913.143646    54913.143646
5.5500E14     0.0000E00    6.8792E-11   1.2270E-12    54559.454722    54559.454722
5.5500E14     0.0000E00    6.4528E-11   1.1807E-12    54583.41838    54583.41838
5.5500E14     0.0000E00    7.4059E-11   7.7882E-13    55276.030463    55276.030463
5.5500E14     0.0000E00    6.4761E-11   1.1280E-12    54598.418947    54598.418947
5.5500E14     0.0000E00    6.2883E-11   1.1086E-12    54586.094387    54586.094387
# UVOTPLKSED (id = 47)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
6.9250E14     0.0000E00    4.4382E-11   9.1461E-13    55276.035498    55276.038272
1.4770E15     0.0000E00    3.3017E-11   9.5987E-13    55276.035498    55276.046611
1.1380E15     0.0000E00    2.9082E-11   8.4549E-13    55276.035498    55276.041051
5.5500E14     0.0000E00    5.6623E-11   7.3455E-13    55276.035498    55276.038272
1.3440E15     0.0000E00    3.3160E-11   9.6401E-13    55276.035498    55276.042754
8.5630E14     0.0000E00    3.2900E-11   6.7801E-13    55276.035498    55276.038272
# GALEXMISFUV (id = 46)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.9340E15     0.0000E00    4.0776E-11   2.6480E-13 0.0   0.0
# WISE W4 ExtEll (id = 45)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.3630E13     0.0000E00    7.2482E-12   3.1910E-13    55247.74007559    55249.39419598
# WISE W3 ExtEll (id = 44)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
2.4980E13     0.0000E00    7.5633E-12   1.2647E-13    55247.74007559    55249.39419598
# WISE W2 ExtEll (id = 43)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
6.5170E13     0.0000E00    2.3823E-11   3.8084E-13    55247.74007559    55249.39419598
# WISE W1 ExtEll (id = 42)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
8.8170E13     0.0000E00    4.2426E-11   6.7817E-13    55247.74007559    55249.39419598
# allwise w4 (id = 41)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.3630E13     0.0000E00    7.3762E-12   3.2065E-13    55247.74007559    55249.39419598
# allwise w3 (id = 40)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
2.4980E13     0.0000E00    7.5982E-12   1.2706E-13    55247.74007559    55249.39419598
# allwise w2 (id = 39)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
6.5170E13     0.0000E00    2.4423E-11   3.9043E-13    55247.74007559    55430.70844831
# allwise w1 (id = 38)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
8.8170E13     0.0000E00    4.2270E-11   6.7568E-13    55247.74007559    55430.70844831
# WMAP5 (Freq. 61e9 Hz) (id = 37)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
6.1000E10     0.0000E00    3.0500E-13   1.2200E-13    52131.58333    53810.54167
# WMAP5 (Freq. 41e9 Hz) (id = 36)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
4.1000E10     0.0000E00    3.6900E-13   4.1000E-14    52131.58333    53810.54167
# WMAP5 (Freq. 33e9 Hz) (id = 35)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
3.3000E10     0.0000E00    3.9600E-13   3.3000E-14    52131.58333    53810.54167
# WMAP5 (Freq. 23e9 Hz) (id = 34)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
2.3000E10     0.0000E00    2.7600E-13   0.0000E00    52131.58333    53810.54167
# PCCS2F545 (id = 33)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
5.4500E11     0.0000E00    2.9226E-12   4.4698E-13 0.0   0.0
# PCCS2F353 (id = 32)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
3.5300E11     0.0000E00    1.1959E-12   2.4699E-13 0.0   0.0
# PCCS2F217 (id = 31)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
2.1700E11     0.0000E00    1.0032E-12   4.8759E-14 0.0   0.0
# PCCS2F143 (id = 30)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.4300E11     0.0000E00    7.9138E-13   5.2607E-14 0.0   0.0
# PCCS2F100 (id = 29)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.0000E11     0.0000E00    5.7008E-13   4.8745E-14 0.0   0.0
# PCCS2F070 (id = 28)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
7.0400E10     0.0000E00    5.0846E-13   8.2620E-14 0.0   0.0
# PCCS2F030 (id = 27)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
2.8400E10     0.0000E00    2.4725E-13   2.8524E-14 0.0   0.0
# PCCS1F545 (id = 26)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
5.4500E11     0.0000E00    2.8132E-12   5.2110E-13    55055.5    55527.5
# PCCS1F353 (id = 25)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
3.5300E11     0.0000E00    1.3476E-12   2.8938E-13    55055.5    55527.5
# PCCS1F217 (id = 24)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
2.1700E11     0.0000E00    9.5098E-13   5.4337E-14    55055.5    55527.5
# PCCS1F143 (id = 23)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.4300E11     0.0000E00    7.9051E-13   5.3713E-14    55055.5    55527.5
# PCCS1F100 (id = 22)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.0000E11     0.0000E00    6.2304E-13   5.9298E-14    55055.5    55527.5
# PCCS1F030  (id = 21)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
2.8400E10     0.0000E00    2.6120E-13   3.2407E-14    55055.5    55527.5
# NORTH20CM (flux 80 cm) (id = 20)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
3.8400E08     0.0000E00    7.9181E-15   0.0000E00 0.0   0.0
# NORTH20CM (flux 6 cm) (id = 19)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
5.0000E09     0.0000E00    6.8200E-14   0.0000E00 0.0   0.0
# NORTH20CM (flux 20 cm) (id = 18)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.4000E09     0.0000E00    2.0202E-14   0.0000E00 0.0   0.0
# GB6 (id = 17)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
4.8500E09     0.0000E00    6.6687E-14   5.9170E-15    46735.5    47069.5
# ERCSC217 (id = 16)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
2.1700E11     0.0000E00    9.1137E-13   9.3261E-14    55055.5    55354.5
# ERCSC143 (id = 15)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.4300E11     0.0000E00    6.7109E-13   8.5451E-14    55055.5    55354.5
# ERCSC100 (id = 14)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.0000E11     0.0000E00    4.8941E-13   8.4995E-14    55055.5    55354.5
# ERCSC030 (id = 13)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
3.0000E10     0.0000E00    3.6109E-13   2.0785E-14    55055.5    55354.5
# USNO A2.0 (id = 12)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
4.6880E14     0.0000E00    3.0164E-09   2.9102E-10 0.0   0.0
6.8180E14     0.0000E00    2.2033E-09   2.1257E-10 0.0   0.0
# SDSS19 (id = 11)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
8.4510E14     0.0000E00    1.2024E-11   8.5676E-14    52053.37030056    52053.37092556
6.2890E14     0.0000E00    4.0951E-11   9.8383E-14    52053.37195908    52053.37258408
4.8150E14     0.0000E00    8.5572E-11   4.4505E-13    52053.36864203    52053.36926703
3.9370E14     0.0000E00    8.0582E-11   1.6700E-13    52053.36947129    52053.370096290004
3.2860E14     0.0000E00    8.7007E-11   2.1650E-13    52053.37112982    52053.37175482
# VizieR photometry (id = 10)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
