# RA = 11 04 27.30 (166.11375)
# Dec = +38 12 32.00 (38.208889)
# Redshift = 0.0
# nH = 1.34E20 cm^-2 
# NuBlazar (id = 116)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
7.4790E18     2.1520E17    1.7958E-11   3.5923E-12    56116.073703704    56116.608402778
8.0370E18     3.4340E17    1.2390E-11   2.6808E-12    56116.073703704    56116.608402778
8.6560E18     2.7570E17    2.0324E-11   4.0878E-12    56116.073703704    56116.608402778
9.3890E18     4.5700E17    1.3899E-11   3.1736E-12    56116.073703704    56116.608402778
1.0390E19     5.4890E17    1.2193E-11   3.3494E-12    56116.073703704    56116.608402778
1.1830E19     8.8740E17    8.7528E-12   3.4569E-12    56116.073703704    56116.608402778
8.2700E17     1.0160E17    4.7390E-11   1.1633E-12    56294.778599537    56294.959097222
1.0300E18     1.0160E17    3.7757E-11   9.9702E-13    56294.778599537    56294.959097222
1.2330E18     1.0160E17    2.9126E-11   9.2101E-13    56294.778599537    56294.959097222
1.4360E18     1.0160E17    2.4894E-11   9.0488E-13    56294.778599537    56294.959097222
1.6390E18     1.0160E17    2.0487E-11   8.8827E-13    56294.778599537    56294.959097222
1.8430E18     1.0160E17    1.9140E-11   9.3512E-13    56294.778599537    56294.959097222
2.0460E18     1.0160E17    1.7808E-11   9.8032E-13    56294.778599537    56294.959097222
2.2490E18     1.0160E17    1.6503E-11   1.0239E-12    56294.778599537    56294.959097222
2.4520E18     1.0160E17    1.4241E-11   1.0701E-12    56294.778599537    56294.959097222
2.6550E18     1.0160E17    1.3351E-11   1.1637E-12    56294.778599537    56294.959097222
2.8580E18     1.0160E17    1.2505E-11   1.2991E-12    56294.778599537    56294.959097222
3.0660E18     1.0640E17    1.0792E-11   1.3023E-12    56294.778599537    56294.959097222
3.2840E18     1.1120E17    1.0388E-11   1.3950E-12    56294.778599537    56294.959097222
3.5110E18     1.1610E17    8.2595E-12   1.3381E-12    56294.778599537    56294.959097222
3.7480E18     1.2090E17    1.0207E-11   1.6093E-12    56294.778599537    56294.959097222
3.9900E18     1.2090E17    1.1398E-11   1.8758E-12    56294.778599537    56294.959097222
4.2900E18     1.7890E17    7.6082E-12   1.4191E-12    56294.778599537    56294.959097222
4.6740E18     2.0550E17    7.9198E-12   1.5513E-12    56294.778599537    56294.959097222
5.0950E18     2.1520E17    9.8571E-12   1.9308E-12    56294.778599537    56294.959097222
5.6270E18     3.1680E17    6.1659E-12   1.6442E-12    56294.778599537    56294.959097222
6.3500E18     4.0620E17    6.8276E-12   2.0624E-12    56294.778599537    56294.959097222
7.2640E18     5.0780E17    6.5741E-12   2.6640E-12    56294.778599537    56294.959097222
8.6080E17     1.3540E17    3.0959E-11   5.1270E-13    56302.052905093    56302.570196759
1.1320E18     1.3540E17    2.3818E-11   4.4376E-13    56302.052905093    56302.570196759
1.4020E18     1.3540E17    1.8537E-11   4.2365E-13    56302.052905093    56302.570196759
1.6730E18     1.3540E17    1.5145E-11   4.2442E-13    56302.052905093    56302.570196759
1.9440E18     1.3540E17    1.2479E-11   4.3172E-13    56302.052905093    56302.570196759
2.2150E18     1.3540E17    1.1120E-11   4.5493E-13    56302.052905093    56302.570196759
2.4860E18     1.3540E17    9.7113E-12   4.9353E-13    56302.052905093    56302.570196759
2.7570E18     1.3540E17    9.4071E-12   5.7042E-13    56302.052905093    56302.570196759
3.0270E18     1.3540E17    8.2661E-12   6.2947E-13    56302.052905093    56302.570196759
3.2980E18     1.3540E17    7.0773E-12   6.6356E-13    56302.052905093    56302.570196759
3.5760E18     1.4270E17    6.2923E-12   6.9006E-13    56302.052905093    56302.570196759
3.8740E18     1.5480E17    5.8743E-12   7.2873E-13    56302.052905093    56302.570196759
4.1780E18     1.4990E17    6.5678E-12   8.7381E-13    56302.052905093    56302.570196759
4.5120E18     1.8380E17    4.9243E-12   7.8644E-13    56302.052905093    56302.570196759
4.9040E18     2.0790E17    5.6928E-12   9.3469E-13    56302.052905093    56302.570196759
5.3530E18     2.4180E17    4.2976E-12   8.9386E-13    56302.052905093    56302.570196759
5.8540E18     2.5870E17    4.6899E-12   1.1244E-12    56302.052905093    56302.570196759
6.3910E18     2.7810E17    5.4732E-12   1.4767E-12    56302.052905093    56302.570196759
6.9830E18     3.1430E17    5.0353E-12   1.8573E-12    56302.052905093    56302.570196759
7.7670E18     4.6910E17    3.9794E-12   1.7576E-12    56302.052905093    56302.570196759
8.7970E18     5.6100E17    7.3291E-12   2.2910E-12    56302.052905093    56302.570196759
1.0030E19     6.6980E17    7.6285E-12   2.6652E-12    56302.052905093    56302.570196759
1.1620E19     9.2130E17    6.9707E-12   3.2942E-12    56302.052905093    56302.570196759
8.6080E17     1.3540E17    1.0243E-10   9.0083E-13    56307.03900463    56307.570196759
1.1320E18     1.3540E17    7.9433E-11   7.8273E-13    56307.03900463    56307.570196759
1.4020E18     1.3540E17    6.3743E-11   7.5812E-13    56307.03900463    56307.570196759
1.6730E18     1.3540E17    5.3885E-11   7.7245E-13    56307.03900463    56307.570196759
1.9440E18     1.3540E17    4.6438E-11   8.0217E-13    56307.03900463    56307.570196759
2.2150E18     1.3540E17    4.0526E-11   8.3585E-13    56307.03900463    56307.570196759
2.4860E18     1.3540E17    3.4889E-11   8.9922E-13    56307.03900463    56307.570196759
2.7570E18     1.3540E17    2.9871E-11   9.7629E-13    56307.03900463    56307.570196759
3.0270E18     1.3540E17    2.7351E-11   1.0950E-12    56307.03900463    56307.570196759
3.2980E18     1.3540E17    2.5431E-11   1.2007E-12    56307.03900463    56307.570196759
3.5690E18     1.3540E17    2.2372E-11   1.2672E-12    56307.03900463    56307.570196759
3.8400E18     1.3540E17    2.3299E-11   1.4453E-12    56307.03900463    56307.570196759
4.1110E18     1.3540E17    1.7613E-11   1.3928E-12    56307.03900463    56307.570196759
4.3840E18     1.3780E17    1.8153E-11   1.5472E-12    56307.03900463    56307.570196759
4.6590E18     1.3780E17    1.3547E-11   1.4785E-12    56307.03900463    56307.570196759
4.9350E18     1.3780E17    1.7400E-11   1.8343E-12    56307.03900463    56307.570196759
5.2180E18     1.4510E17    1.4715E-11   1.8137E-12    56307.03900463    56307.570196759
5.5130E18     1.4990E17    1.5979E-11   2.0560E-12    56307.03900463    56307.570196759
5.8320E18     1.6930E17    1.4795E-11   2.0835E-12    56307.03900463    56307.570196759
6.1730E18     1.7170E17    1.2919E-11   2.2602E-12    56307.03900463    56307.570196759
6.5840E18     2.3940E17    1.0698E-11   2.1299E-12    56307.03900463    56307.570196759
7.0680E18     2.4420E17    1.0919E-11   2.5917E-12    56307.03900463    56307.570196759
7.5680E18     2.5630E17    1.3762E-11   3.1649E-12    56307.03900463    56307.570196759
8.2570E18     4.3280E17    7.6464E-12   2.1768E-12    56307.03900463    56307.570196759
1.2610E19     8.4630E17    9.8306E-12   4.6727E-12    56307.03900463    56307.570196759
8.6080E17     1.3540E17    3.5951E-11   5.2705E-13    56312.097997685    56312.622303241
1.1320E18     1.3540E17    2.7795E-11   4.5790E-13    56312.097997685    56312.622303241
1.4020E18     1.3540E17    2.1791E-11   4.3863E-13    56312.097997685    56312.622303241
1.6730E18     1.3540E17    1.8104E-11   4.4306E-13    56312.097997685    56312.622303241
1.9440E18     1.3540E17    1.4588E-11   4.4572E-13    56312.097997685    56312.622303241
2.2150E18     1.3540E17    1.3361E-11   4.7601E-13    56312.097997685    56312.622303241
2.4860E18     1.3540E17    1.1946E-11   5.2358E-13    56312.097997685    56312.622303241
2.7570E18     1.3540E17    1.0367E-11   5.7491E-13    56312.097997685    56312.622303241
3.0270E18     1.3540E17    9.4940E-12   6.4669E-13    56312.097997685    56312.622303241
3.2980E18     1.3540E17    8.3304E-12   6.9289E-13    56312.097997685    56312.622303241
3.5760E18     1.4270E17    7.6476E-12   7.3268E-13    56312.097997685    56312.622303241
3.8640E18     1.4510E17    7.5830E-12   8.0823E-13    56312.097997685    56312.622303241
4.1590E18     1.4990E17    6.6024E-12   8.4009E-13    56312.097997685    56312.622303241
4.4810E18     1.7170E17    5.6575E-12   8.3745E-13    56312.097997685    56312.622303241
4.8460E18     1.9340E17    5.9499E-12   9.0552E-13    56312.097997685    56312.622303241
5.2490E18     2.1040E17    5.6111E-12   1.0029E-12    56312.097997685    56312.622303241
5.6820E18     2.2250E17    5.3415E-12   1.1392E-12    56312.097997685    56312.622303241
6.2340E18     3.2880E17    3.9321E-12   1.0695E-12    56312.097997685    56312.622303241
7.7690E18     3.9900E17    7.2323E-12   2.2982E-12    56312.097997685    56312.622303241
8.6080E17     1.3540E17    1.2571E-10   1.1198E-12    56329.011203704    56329.500798611
1.1320E18     1.3540E17    1.0085E-10   9.9149E-13    56329.011203704    56329.500798611
1.4020E18     1.3540E17    8.3312E-11   9.7480E-13    56329.011203704    56329.500798611
1.6730E18     1.3540E17    7.2500E-11   1.0072E-12    56329.011203704    56329.500798611
1.9440E18     1.3540E17    6.2230E-11   1.0445E-12    56329.011203704    56329.500798611
2.2150E18     1.3540E17    5.3748E-11   1.0827E-12    56329.011203704    56329.500798611
2.4860E18     1.3540E17    4.8661E-11   1.1982E-12    56329.011203704    56329.500798611
2.7570E18     1.3540E17    4.0510E-11   1.2875E-12    56329.011203704    56329.500798611
3.0270E18     1.3540E17    3.9794E-11   1.4926E-12    56329.011203704    56329.500798611
3.2980E18     1.3540E17    3.5351E-11   1.5994E-12    56329.011203704    56329.500798611
3.5690E18     1.3540E17    3.3964E-11   1.7598E-12    56329.011203704    56329.500798611
3.8400E18     1.3540E17    2.7210E-11   1.7603E-12    56329.011203704    56329.500798611
4.1110E18     1.3540E17    2.5998E-11   1.9045E-12    56329.011203704    56329.500798611
4.3810E18     1.3540E17    2.5017E-11   2.0647E-12    56329.011203704    56329.500798611
4.6550E18     1.3780E17    2.1756E-11   2.1087E-12    56329.011203704    56329.500798611
4.9300E18     1.3780E17    2.0788E-11   2.2595E-12    56329.011203704    56329.500798611
5.2280E18     1.5960E17    2.0352E-11   2.3179E-12    56329.011203704    56329.500798611
5.5590E18     1.7170E17    1.6324E-11   2.2889E-12    56329.011203704    56329.500798611
5.8950E18     1.6440E17    1.9526E-11   2.8993E-12    56329.011203704    56329.500798611
6.2340E18     1.7410E17    1.7822E-11   3.0438E-12    56329.011203704    56329.500798611
6.6130E18     2.0550E17    1.5260E-11   3.1706E-12    56329.011203704    56329.500798611
7.0360E18     2.1760E17    1.7005E-11   3.7202E-12    56329.011203704    56329.500798611
7.5320E18     2.7810E17    1.4004E-11   3.5524E-12    56329.011203704    56329.500798611
8.4290E18     6.1900E17    7.3151E-12   2.1883E-12    56329.011203704    56329.500798611
9.8920E18     8.4390E17    6.0758E-12   2.5144E-12    56329.011203704    56329.500798611
8.6080E17     1.3540E17    1.3524E-10   1.3206E-12    56335.011203704    56335.420902778
1.1320E18     1.3540E17    1.1283E-10   1.1952E-12    56335.011203704    56335.420902778
1.4020E18     1.3540E17    9.7735E-11   1.2040E-12    56335.011203704    56335.420902778
1.6730E18     1.3540E17    8.6156E-11   1.2528E-12    56335.011203704    56335.420902778
1.9440E18     1.3540E17    7.7871E-11   1.3330E-12    56335.011203704    56335.420902778
2.2150E18     1.3540E17    7.0065E-11   1.4109E-12    56335.011203704    56335.420902778
2.4860E18     1.3540E17    6.4334E-11   1.5722E-12    56335.011203704    56335.420902778
2.7570E18     1.3540E17    6.1862E-11   1.8143E-12    56335.011203704    56335.420902778
3.0270E18     1.3540E17    5.2408E-11   1.9539E-12    56335.011203704    56335.420902778
3.2980E18     1.3540E17    5.1442E-11   2.1972E-12    56335.011203704    56335.420902778
3.5690E18     1.3540E17    4.5935E-11   2.3414E-12    56335.011203704    56335.420902778
3.8400E18     1.3540E17    4.7696E-11   2.6508E-12    56335.011203704    56335.420902778
4.1110E18     1.3540E17    3.8679E-11   2.6465E-12    56335.011203704    56335.420902778
4.3810E18     1.3540E17    3.5073E-11   2.7858E-12    56335.011203704    56335.420902778
4.6520E18     1.3540E17    3.7517E-11   3.1665E-12    56335.011203704    56335.420902778
4.9230E18     1.3540E17    3.5298E-11   3.3663E-12    56335.011203704    56335.420902778
5.1990E18     1.4020E17    3.2019E-11   3.4692E-12    56335.011203704    56335.420902778
5.4840E18     1.4510E17    3.7424E-11   4.0379E-12    56335.011203704    56335.420902778
5.7860E18     1.5720E17    2.6669E-11   3.7339E-12    56335.011203704    56335.420902778
6.1270E18     1.8380E17    2.2427E-11   3.6708E-12    56335.011203704    56335.420902778
6.5020E18     1.9100E17    2.4501E-11   4.2887E-12    56335.011203704    56335.420902778
6.8620E18     1.6930E17    2.9531E-11   5.8320E-12    56335.011203704    56335.420902778
7.2950E18     2.6360E17    2.4988E-11   4.7344E-12    56335.011203704    56335.420902778
7.8370E18     2.7810E17    2.4662E-11   5.1143E-12    56335.011203704    56335.420902778
8.4780E18     3.6270E17    2.3335E-11   4.9002E-12    56335.011203704    56335.420902778
9.3040E18     4.6430E17    2.0142E-11   4.8985E-12    56335.011203704    56335.420902778
1.0280E19     5.1500E17    2.3841E-11   6.0434E-12    56335.011203704    56335.420902778
1.1720E19     9.2610E17    1.6126E-11   5.5987E-12    56335.011203704    56335.420902778
1.8020E19     5.5610E17    1.3238E-10   5.1470E-11    56335.011203704    56335.420902778
8.6080E17     1.3540E17    5.9266E-11   8.1254E-13    56339.983402778    56340.466099537
1.1320E18     1.3540E17    4.6384E-11   7.1006E-13    56339.983402778    56340.466099537
1.4020E18     1.3540E17    3.6558E-11   6.8178E-13    56339.983402778    56340.466099537
1.6730E18     1.3540E17    3.0711E-11   6.9260E-13    56339.983402778    56340.466099537
1.9440E18     1.3540E17    2.6479E-11   7.1983E-13    56339.983402778    56340.466099537
2.2150E18     1.3540E17    2.2284E-11   7.3776E-13    56339.983402778    56340.466099537
2.4860E18     1.3540E17    2.0200E-11   8.1716E-13    56339.983402778    56340.466099537
2.7570E18     1.3540E17    1.7334E-11   8.9000E-13    56339.983402778    56340.466099537
3.0270E18     1.3540E17    1.6415E-11   1.0167E-12    56339.983402778    56340.466099537
3.2980E18     1.3540E17    1.5381E-11   1.1228E-12    56339.983402778    56340.466099537
3.5690E18     1.3540E17    1.3188E-11   1.1721E-12    56339.983402778    56340.466099537
3.8450E18     1.4020E17    1.2512E-11   1.2550E-12    56339.983402778    56340.466099537
4.1280E18     1.4270E17    1.1445E-11   1.3273E-12    56339.983402778    56340.466099537
4.4390E18     1.6930E17    9.5414E-12   1.2595E-12    56339.983402778    56340.466099537
4.7830E18     1.7410E17    9.3746E-12   1.3980E-12    56339.983402778    56340.466099537
5.1240E18     1.6680E17    1.1542E-11   1.7750E-12    56339.983402778    56340.466099537
5.5010E18     2.1040E17    9.6597E-12   1.6698E-12    56339.983402778    56340.466099537
5.9290E18     2.1760E17    9.2874E-12   2.0777E-12    56339.983402778    56340.466099537
6.4540E18     3.0710E17    7.2300E-12   1.9470E-12    56339.983402778    56340.466099537
7.0700E18     3.0950E17    7.8475E-12   2.6078E-12    56339.983402778    56340.466099537
8.0250E18     6.4560E17    4.0087E-12   1.9525E-12    56339.983402778    56340.466099537
9.4980E18     8.2700E17    6.6374E-12   2.6106E-12    56339.983402778    56340.466099537
8.6080E17     1.3540E17    1.5182E-10   1.3306E-12    56355.962604167    56356.368796296
1.1320E18     1.3540E17    1.1707E-10   1.1539E-12    56355.962604167    56356.368796296
1.4020E18     1.3540E17    9.5142E-11   1.1254E-12    56355.962604167    56356.368796296
1.6730E18     1.3540E17    7.9561E-11   1.1403E-12    56355.962604167    56356.368796296
1.9440E18     1.3540E17    6.8295E-11   1.1825E-12    56355.962604167    56356.368796296
2.2150E18     1.3540E17    5.8532E-11   1.2228E-12    56355.962604167    56356.368796296
2.4860E18     1.3540E17    5.3054E-11   1.3564E-12    56355.962604167    56356.368796296
2.7570E18     1.3540E17    4.7444E-11   1.5133E-12    56355.962604167    56356.368796296
3.0270E18     1.3540E17    4.0795E-11   1.6431E-12    56355.962604167    56356.368796296
3.2980E18     1.3540E17    3.6074E-11   1.7560E-12    56355.962604167    56356.368796296
3.5690E18     1.3540E17    3.5433E-11   1.9561E-12    56355.962604167    56356.368796296
3.8400E18     1.3540E17    3.4131E-11   2.1348E-12    56355.962604167    56356.368796296
4.1110E18     1.3540E17    3.1787E-11   2.2884E-12    56355.962604167    56356.368796296
4.3810E18     1.3540E17    2.7409E-11   2.3501E-12    56355.962604167    56356.368796296
4.6520E18     1.3540E17    2.4924E-11   2.4529E-12    56355.962604167    56356.368796296
4.9300E18     1.4270E17    2.3770E-11   2.5812E-12    56355.962604167    56356.368796296
5.2130E18     1.4020E17    2.7307E-11   3.0956E-12    56355.962604167    56356.368796296
5.5130E18     1.5960E17    1.8161E-11   2.6535E-12    56355.962604167    56356.368796296
5.8390E18     1.6680E17    1.8462E-11   2.9486E-12    56355.962604167    56356.368796296
6.1900E18     1.8380E17    1.9425E-11   3.3080E-12    56355.962604167    56356.368796296
6.5750E18     2.0070E17    1.9793E-11   3.7386E-12    56355.962604167    56356.368796296
7.0410E18     2.6600E17    1.4179E-11   3.3876E-12    56355.962604167    56356.368796296
7.6190E18     3.1190E17    1.4080E-11   3.7287E-12    56355.962604167    56356.368796296
8.3860E18     4.5460E17    1.5531E-11   3.6739E-12    56355.962604167    56356.368796296
9.4210E18     5.8030E17    1.1561E-11   3.7333E-12    56355.962604167    56356.368796296
1.0840E19     8.3900E17    1.5209E-11   4.4770E-12    56355.962604167    56356.368796296
8.6080E17     1.3540E17    1.1875E-10   1.1575E-12    56362.959097222    56363.347997685
1.1320E18     1.3540E17    9.0010E-11   9.9462E-13    56362.959097222    56363.347997685
1.4020E18     1.3540E17    7.1591E-11   9.5910E-13    56362.959097222    56363.347997685
1.6730E18     1.3540E17    5.7646E-11   9.5377E-13    56362.959097222    56363.347997685
1.9440E18     1.3540E17    5.0028E-11   9.9445E-13    56362.959097222    56363.347997685
2.2150E18     1.3540E17    4.2647E-11   1.0245E-12    56362.959097222    56363.347997685
2.4860E18     1.3540E17    3.8744E-11   1.1378E-12    56362.959097222    56363.347997685
2.7570E18     1.3540E17    3.3901E-11   1.2551E-12    56362.959097222    56363.347997685
3.0270E18     1.3540E17    3.0134E-11   1.3844E-12    56362.959097222    56363.347997685
3.2980E18     1.3540E17    2.7421E-11   1.5045E-12    56362.959097222    56363.347997685
3.5690E18     1.3540E17    2.4312E-11   1.5905E-12    56362.959097222    56363.347997685
3.8400E18     1.3540E17    2.0632E-11   1.6316E-12    56362.959097222    56363.347997685
4.1110E18     1.3540E17    1.9611E-11   1.7775E-12    56362.959097222    56363.347997685
4.3860E18     1.4020E17    1.7953E-11   1.8423E-12    56362.959097222    56363.347997685
4.6760E18     1.4990E17    1.7018E-11   1.9273E-12    56362.959097222    56363.347997685
4.9760E18     1.4990E17    1.4934E-11   2.0095E-12    56362.959097222    56363.347997685
5.2860E18     1.5960E17    1.5600E-11   2.2206E-12    56362.959097222    56363.347997685
5.6410E18     1.9590E17    1.2614E-11   2.1101E-12    56362.959097222    56363.347997685
6.0790E18     2.4180E17    1.1458E-11   2.1522E-12    56362.959097222    56363.347997685
6.6350E18     3.1430E17    1.0564E-11   2.3430E-12    56362.959097222    56363.347997685
7.2690E18     3.1920E17    1.2392E-11   3.1235E-12    56362.959097222    56363.347997685
8.0790E18     4.9090E17    1.2293E-11   3.0585E-12    56362.959097222    56363.347997685
8.6080E17     1.3540E17    1.4022E-10   1.3016E-12    56368.007696759    56368.427905093
1.1320E18     1.3540E17    1.1697E-10   1.1776E-12    56368.007696759    56368.427905093
1.4020E18     1.3540E17    1.0112E-10   1.1854E-12    56368.007696759    56368.427905093
1.6730E18     1.3540E17    8.7264E-11   1.2213E-12    56368.007696759    56368.427905093
1.9440E18     1.3540E17    7.8891E-11   1.3003E-12    56368.007696759    56368.427905093
2.2150E18     1.3540E17    7.2149E-11   1.3892E-12    56368.007696759    56368.427905093
2.4860E18     1.3540E17    6.4757E-11   1.5355E-12    56368.007696759    56368.427905093
2.7570E18     1.3540E17    5.7563E-11   1.7099E-12    56368.007696759    56368.427905093
3.0270E18     1.3540E17    5.4335E-11   1.9421E-12    56368.007696759    56368.427905093
3.2980E18     1.3540E17    5.2151E-11   2.1650E-12    56368.007696759    56368.427905093
3.5690E18     1.3540E17    4.6666E-11   2.3023E-12    56368.007696759    56368.427905093
3.8400E18     1.3540E17    4.6013E-11   2.5407E-12    56368.007696759    56368.427905093
4.1110E18     1.3540E17    4.1083E-11   2.6682E-12    56368.007696759    56368.427905093
4.3810E18     1.3540E17    4.1663E-11   2.9599E-12    56368.007696759    56368.427905093
4.6520E18     1.3540E17    3.7789E-11   3.1072E-12    56368.007696759    56368.427905093
4.9230E18     1.3540E17    3.4507E-11   3.2724E-12    56368.007696759    56368.427905093
5.2010E18     1.4270E17    2.8375E-11   3.1832E-12    56368.007696759    56368.427905093
5.4940E18     1.4990E17    3.1669E-11   3.6367E-12    56368.007696759    56368.427905093
5.7940E18     1.4990E17    2.9966E-11   3.9411E-12    56368.007696759    56368.427905093
6.1200E18     1.7650E17    2.5805E-11   3.7968E-12    56368.007696759    56368.427905093
6.4830E18     1.8620E17    2.9881E-11   4.5213E-12    56368.007696759    56368.427905093
6.8670E18     1.9830E17    2.6387E-11   4.9638E-12    56368.007696759    56368.427905093
7.2850E18     2.2000E17    2.6387E-11   5.1209E-12    56368.007696759    56368.427905093
7.8610E18     3.5540E17    1.9080E-11   4.0767E-12    56368.007696759    56368.427905093
8.6690E18     4.5220E17    1.6994E-11   4.0927E-12    56368.007696759    56368.427905093
9.7350E18     6.1420E17    1.6180E-11   4.4050E-12    56368.007696759    56368.427905093
1.1110E19     7.5930E17    1.5925E-11   5.5290E-12    56368.007696759    56368.427905093
1.2900E19     1.0320E18    2.2178E-11   7.5538E-12    56368.007696759    56368.427905093
8.6080E17     1.3540E17    3.3448E-10   1.5980E-12    56384.719502315    56385.354895833
1.1320E18     1.3540E17    2.8101E-10   1.4518E-12    56384.719502315    56385.354895833
1.4020E18     1.3540E17    2.4506E-10   1.4668E-12    56384.719502315    56385.354895833
1.6730E18     1.3540E17    2.1502E-10   1.5228E-12    56384.719502315    56385.354895833
1.9440E18     1.3540E17    1.9400E-10   1.6183E-12    56384.719502315    56385.354895833
2.2150E18     1.3540E17    1.7245E-10   1.7021E-12    56384.719502315    56385.354895833
2.4860E18     1.3540E17    1.6010E-10   1.9043E-12    56384.719502315    56385.354895833
2.7570E18     1.3540E17    1.4714E-10   2.1467E-12    56384.719502315    56385.354895833
