# RA = 11 04 27.30 (166.11375)
# Dec = +38 12 32.00 (38.208889)
# Redshift = 0.0
# nH = 1.34E20 cm^-2 
# NuBlazar (id = 116)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.1800E19     1.5480E17    3.9957E-10   4.8672E-11    56396.903599537    56397.299398148
1.2100E19     1.4750E17    4.3222E-10   5.4596E-11    56396.903599537    56397.299398148
1.2420E19     1.7170E17    3.6567E-10   4.8949E-11    56396.903599537    56397.299398148
1.2790E19     1.9340E17    2.8985E-10   4.4159E-11    56396.903599537    56397.299398148
1.3190E19     2.0550E17    3.5259E-10   4.9564E-11    56396.903599537    56397.299398148
1.3610E19     2.1520E17    3.3078E-10   5.1360E-11    56396.903599537    56397.299398148
1.4040E19     2.1520E17    3.6272E-10   5.7427E-11    56396.903599537    56397.299398148
1.4500E19     2.4660E17    3.2222E-10   5.4135E-11    56396.903599537    56397.299398148
1.5070E19     3.2640E17    2.5266E-10   4.8142E-11    56396.903599537    56397.299398148
1.5760E19     3.6510E17    2.6365E-10   5.2576E-11    56396.903599537    56397.299398148
1.6580E19     4.4730E17    2.6784E-10   5.5311E-11    56396.903599537    56397.299398148
1.7530E19     5.0780E17    2.3215E-10   6.1774E-11    56396.903599537    56397.299398148
1.7690E19     4.4970E17    2.9528E-10   7.2874E-11    56396.903599537    56397.299398148
1.8480E19     3.4820E17    2.0242E-10   9.2200E-11    56396.903599537    56397.299398148
8.6080E17     1.3540E17    6.1905E-10   2.6223E-12    56397.917395833    56398.309803241
1.1320E18     1.3540E17    5.4253E-10   2.4374E-12    56397.917395833    56398.309803241
1.4020E18     1.3540E17    4.9135E-10   2.5126E-12    56397.917395833    56398.309803241
1.6730E18     1.3540E17    4.4696E-10   2.6571E-12    56397.917395833    56398.309803241
1.9440E18     1.3540E17    4.1254E-10   2.8577E-12    56397.917395833    56398.309803241
2.2150E18     1.3540E17    3.8166E-10   3.0669E-12    56397.917395833    56398.309803241
2.4860E18     1.3540E17    3.5812E-10   3.4605E-12    56397.917395833    56398.309803241
2.7570E18     1.3540E17    3.3551E-10   3.9510E-12    56397.917395833    56398.309803241
3.0270E18     1.3540E17    3.0684E-10   4.4142E-12    56397.917395833    56398.309803241
3.2980E18     1.3540E17    2.9167E-10   4.8850E-12    56397.917395833    56398.309803241
3.5690E18     1.3540E17    2.7556E-10   5.3346E-12    56397.917395833    56398.309803241
3.8400E18     1.3540E17    2.5994E-10   5.7727E-12    56397.917395833    56398.309803241
4.1110E18     1.3540E17    2.4445E-10   6.1982E-12    56397.917395833    56398.309803241
4.3810E18     1.3540E17    2.3074E-10   6.6420E-12    56397.917395833    56398.309803241
4.6520E18     1.3540E17    2.2323E-10   7.1614E-12    56397.917395833    56398.309803241
4.9230E18     1.3540E17    2.0623E-10   7.5301E-12    56397.917395833    56398.309803241
5.1940E18     1.3540E17    2.0587E-10   8.2291E-12    56397.917395833    56398.309803241
5.4650E18     1.3540E17    1.9622E-10   8.8130E-12    56397.917395833    56398.309803241
5.7360E18     1.3540E17    1.8570E-10   9.3939E-12    56397.917395833    56398.309803241
6.0060E18     1.3540E17    1.7421E-10   9.8925E-12    56397.917395833    56398.309803241
6.2770E18     1.3540E17    1.7443E-10   1.0675E-11    56397.917395833    56398.309803241
6.5480E18     1.3540E17    1.6457E-10   1.1792E-11    56397.917395833    56398.309803241
6.8190E18     1.3540E17    1.6892E-10   1.2739E-11    56397.917395833    56398.309803241
7.0900E18     1.3540E17    1.6568E-10   1.3363E-11    56397.917395833    56398.309803241
7.3600E18     1.3540E17    1.5666E-10   1.3901E-11    56397.917395833    56398.309803241
7.6360E18     1.4020E17    1.4375E-10   1.3987E-11    56397.917395833    56398.309803241
7.9190E18     1.4270E17    1.4084E-10   1.4972E-11    56397.917395833    56398.309803241
8.2070E18     1.4510E17    1.2723E-10   1.4828E-11    56397.917395833    56398.309803241
8.5070E18     1.5480E17    1.2175E-10   1.4859E-11    56397.917395833    56398.309803241
8.8260E18     1.6440E17    1.1286E-10   1.4679E-11    56397.917395833    56398.309803241
9.1380E18     1.4750E17    1.2873E-10   1.7511E-11    56397.917395833    56398.309803241
9.4590E18     1.7410E17    1.0429E-10   1.5527E-11    56397.917395833    56398.309803241
9.8070E18     1.7410E17    1.1310E-10   1.7204E-11    56397.917395833    56398.309803241
1.0190E19     2.0790E17    1.0426E-10   1.6209E-11    56397.917395833    56398.309803241
1.0620E19     2.2490E17    8.9620E-11   1.5677E-11    56397.917395833    56398.309803241
1.1060E19     2.1520E17    1.3088E-10   2.0628E-11    56397.917395833    56398.309803241
1.1570E19     2.9740E17    8.2246E-11   1.5534E-11    56397.917395833    56398.309803241
1.2160E19     2.8770E17    1.0397E-10   1.9413E-11    56397.917395833    56398.309803241
1.2840E19     3.9660E17    8.1599E-11   1.7911E-11    56397.917395833    56398.309803241
1.3740E19     5.0290E17    7.1204E-11   1.6871E-11    56397.917395833    56398.309803241
1.5060E19     8.1000E17    4.8259E-11   1.5470E-11    56397.917395833    56398.309803241
1.6890E19     1.0230E18    5.9350E-11   2.2660E-11    56397.917395833    56398.309803241
8.6080E17     1.3540E17    6.1136E-10   2.3945E-12    56398.931296296    56399.382696759
1.1320E18     1.3540E17    5.6810E-10   2.2962E-12    56398.931296296    56399.382696759
1.4020E18     1.3540E17    5.3933E-10   2.4253E-12    56398.931296296    56399.382696759
1.6730E18     1.3540E17    5.0880E-10   2.6125E-12    56398.931296296    56399.382696759
1.9440E18     1.3540E17    4.8447E-10   2.8541E-12    56398.931296296    56399.382696759
2.2150E18     1.3540E17    4.5747E-10   3.0952E-12    56398.931296296    56399.382696759
2.4860E18     1.3540E17    4.4018E-10   3.5370E-12    56398.931296296    56399.382696759
2.7570E18     1.3540E17    4.2443E-10   4.0971E-12    56398.931296296    56399.382696759
3.0270E18     1.3540E17    4.0017E-10   4.6472E-12    56398.931296296    56399.382696759
3.2980E18     1.3540E17    3.7395E-10   5.0998E-12    56398.931296296    56399.382696759
3.5690E18     1.3540E17    3.6688E-10   5.6722E-12    56398.931296296    56399.382696759
3.8400E18     1.3540E17    3.5634E-10   6.2292E-12    56398.931296296    56399.382696759
4.1110E18     1.3540E17    3.3487E-10   6.6850E-12    56398.931296296    56399.382696759
4.3810E18     1.3540E17    3.2358E-10   7.2468E-12    56398.931296296    56399.382696759
4.6520E18     1.3540E17    3.1189E-10   7.8062E-12    56398.931296296    56399.382696759
4.9230E18     1.3540E17    2.9843E-10   8.3458E-12    56398.931296296    56399.382696759
5.1940E18     1.3540E17    2.8866E-10   8.9788E-12    56398.931296296    56399.382696759
5.4650E18     1.3540E17    2.7686E-10   9.6355E-12    56398.931296296    56399.382696759
5.7360E18     1.3540E17    2.7418E-10   1.0498E-11    56398.931296296    56399.382696759
6.0060E18     1.3540E17    2.7411E-10   1.1416E-11    56398.931296296    56399.382696759
6.2770E18     1.3540E17    2.4037E-10   1.1537E-11    56398.931296296    56399.382696759
6.5480E18     1.3540E17    2.2334E-10   1.2599E-11    56398.931296296    56399.382696759
6.8190E18     1.3540E17    2.3658E-10   1.3881E-11    56398.931296296    56399.382696759
7.0900E18     1.3540E17    2.1814E-10   1.4043E-11    56398.931296296    56399.382696759
7.3600E18     1.3540E17    2.1537E-10   1.4925E-11    56398.931296296    56399.382696759
7.6310E18     1.3540E17    2.1421E-10   1.5860E-11    56398.931296296    56399.382696759
7.9020E18     1.3540E17    2.0693E-10   1.6948E-11    56398.931296296    56399.382696759
8.1730E18     1.3540E17    2.1457E-10   1.8088E-11    56398.931296296    56399.382696759
8.4440E18     1.3540E17    1.8533E-10   1.7676E-11    56398.931296296    56399.382696759
8.7140E18     1.3540E17    1.9183E-10   1.8881E-11    56398.931296296    56399.382696759
8.9850E18     1.3540E17    1.8222E-10   1.9326E-11    56398.931296296    56399.382696759
9.2630E18     1.4270E17    1.9299E-10   2.0475E-11    56398.931296296    56399.382696759
9.5510E18     1.4510E17    2.0623E-10   2.2033E-11    56398.931296296    56399.382696759
9.8460E18     1.4990E17    1.6408E-10   2.0296E-11    56398.931296296    56399.382696759
1.0150E19     1.5230E17    1.6320E-10   2.1224E-11    56398.931296296    56399.382696759
1.0450E19     1.4990E17    1.9353E-10   2.4503E-11    56398.931296296    56399.382696759
1.0760E19     1.6200E17    1.5486E-10   2.2620E-11    56398.931296296    56399.382696759
1.1110E19     1.8130E17    1.5640E-10   2.2450E-11    56398.931296296    56399.382696759
1.1470E19     1.7890E17    1.8127E-10   2.6066E-11    56398.931296296    56399.382696759
1.1850E19     2.0310E17    1.2645E-10   2.2074E-11    56398.931296296    56399.382696759
1.2240E19     1.9100E17    1.4954E-10   2.6203E-11    56398.931296296    56399.382696759
1.2650E19     2.2000E17    1.3899E-10   2.5542E-11    56398.931296296    56399.382696759
1.3110E19     2.3940E17    1.4703E-10   2.7363E-11    56398.931296296    56399.382696759
1.3670E19     3.1920E17    1.1321E-10   2.3188E-11    56398.931296296    56399.382696759
1.4330E19     3.3850E17    1.3830E-10   2.7238E-11    56398.931296296    56399.382696759
1.5080E19     4.1110E17    1.0883E-10   2.6262E-11    56398.931296296    56399.382696759
1.5950E19     4.6430E17    1.3810E-10   3.2657E-11    56398.931296296    56399.382696759
1.7260E19     8.4630E17    7.6846E-11   2.7575E-11    56398.931296296    56399.382696759
8.6080E17     1.3540E17    1.1876E-10   1.1406E-12    56400.011203704    56400.379201389
1.1320E18     1.3540E17    9.7338E-11   1.0220E-12    56400.011203704    56400.379201389
1.4020E18     1.3540E17    8.2819E-11   1.0209E-12    56400.011203704    56400.379201389
1.6730E18     1.3540E17    7.1872E-11   1.0539E-12    56400.011203704    56400.379201389
1.9440E18     1.3540E17    6.4319E-11   1.1166E-12    56400.011203704    56400.379201389
2.2150E18     1.3540E17    5.7158E-11   1.1742E-12    56400.011203704    56400.379201389
2.4860E18     1.3540E17    5.0345E-11   1.2844E-12    56400.011203704    56400.379201389
2.7570E18     1.3540E17    4.6029E-11   1.4504E-12    56400.011203704    56400.379201389
3.0270E18     1.3540E17    4.2285E-11   1.6257E-12    56400.011203704    56400.379201389
3.2980E18     1.3540E17    3.5428E-11   1.6896E-12    56400.011203704    56400.379201389
3.5690E18     1.3540E17    3.5712E-11   1.9075E-12    56400.011203704    56400.379201389
3.8400E18     1.3540E17    3.5023E-11   2.1063E-12    56400.011203704    56400.379201389
4.1110E18     1.3540E17    2.9535E-11   2.1493E-12    56400.011203704    56400.379201389
4.3840E18     1.3780E17    3.0393E-11   2.3807E-12    56400.011203704    56400.379201389
4.6570E18     1.3540E17    2.7274E-11   2.5093E-12    56400.011203704    56400.379201389
4.9330E18     1.4020E17    2.4699E-11   2.5974E-12    56400.011203704    56400.379201389
5.2180E18     1.4510E17    2.2669E-11   2.6986E-12    56400.011203704    56400.379201389
5.5080E18     1.4510E17    2.5121E-11   3.1582E-12    56400.011203704    56400.379201389
5.8180E18     1.6440E17    2.3563E-11   3.2319E-12    56400.011203704    56400.379201389
6.1780E18     1.9590E17    1.9521E-11   3.0164E-12    56400.011203704    56400.379201389
6.5890E18     2.1520E17    1.7623E-11   3.3764E-12    56400.011203704    56400.379201389
7.0940E18     2.9020E17    1.2301E-11   3.0170E-12    56400.011203704    56400.379201389
7.7090E18     3.2400E17    1.3704E-11   3.6079E-12    56400.011203704    56400.379201389
8.4820E18     4.4970E17    1.3575E-11   3.3461E-12    56400.011203704    56400.379201389
9.6160E18     6.8430E17    1.0658E-11   3.2460E-12    56400.011203704    56400.379201389
1.1280E19     9.8170E17    8.0053E-12   3.7523E-12    56400.011203704    56400.379201389
8.6080E17     1.3540E17    1.1819E-10   1.2035E-12    56401.021597222    56401.344502315
1.1320E18     1.3540E17    9.2829E-11   1.0544E-12    56401.021597222    56401.344502315
1.4020E18     1.3540E17    7.7202E-11   1.0408E-12    56401.021597222    56401.344502315
1.6730E18     1.3540E17    6.4674E-11   1.0558E-12    56401.021597222    56401.344502315
1.9440E18     1.3540E17    5.6412E-11   1.1034E-12    56401.021597222    56401.344502315
2.2150E18     1.3540E17    4.8263E-11   1.1392E-12    56401.021597222    56401.344502315
2.4860E18     1.3540E17    4.3625E-11   1.2613E-12    56401.021597222    56401.344502315
2.7570E18     1.3540E17    4.1068E-11   1.4445E-12    56401.021597222    56401.344502315
3.0270E18     1.3540E17    3.4461E-11   1.5508E-12    56401.021597222    56401.344502315
3.2980E18     1.3540E17    3.4628E-11   1.7648E-12    56401.021597222    56401.344502315
3.5690E18     1.3540E17    2.8011E-11   1.7834E-12    56401.021597222    56401.344502315
3.8400E18     1.3540E17    2.8040E-11   1.9872E-12    56401.021597222    56401.344502315
4.1110E18     1.3540E17    2.6271E-11   2.1394E-12    56401.021597222    56401.344502315
4.3810E18     1.3540E17    2.7214E-11   2.4046E-12    56401.021597222    56401.344502315
4.6620E18     1.4510E17    2.2475E-11   2.3405E-12    56401.021597222    56401.344502315
4.9520E18     1.4510E17    2.2639E-11   2.5813E-12    56401.021597222    56401.344502315
5.2520E18     1.5480E17    1.8004E-11   2.4960E-12    56401.021597222    56401.344502315
5.5760E18     1.6930E17    1.7894E-11   2.6757E-12    56401.021597222    56401.344502315
5.9460E18     2.0070E17    1.4913E-11   2.6704E-12    56401.021597222    56401.344502315
6.3910E18     2.4420E17    1.4636E-11   2.7452E-12    56401.021597222    56401.344502315
6.8740E18     2.3940E17    1.7363E-11   3.7903E-12    56401.021597222    56401.344502315
7.4260E18     3.1190E17    1.5752E-11   3.6402E-12    56401.021597222    56401.344502315
8.1270E18     3.8930E17    1.7033E-11   3.8391E-12    56401.021597222    56401.344502315
9.1590E18     6.4320E17    1.0391E-11   3.1764E-12    56401.021597222    56401.344502315
1.0840E19     1.0420E18    8.1641E-12   3.4945E-12    56401.021597222    56401.344502315
8.6080E17     1.3540E17    2.9631E-10   1.5343E-12    57756.993900463    57757.521597222
1.1320E18     1.3540E17    2.6969E-10   1.4584E-12    57756.993900463    57757.521597222
1.4020E18     1.3540E17    2.4974E-10   1.5218E-12    57756.993900463    57757.521597222
1.6730E18     1.3540E17    2.2973E-10   1.6184E-12    57756.993900463    57757.521597222
1.9440E18     1.3540E17    2.1724E-10   1.7617E-12    57756.993900463    57757.521597222
2.2150E18     1.3540E17    2.0681E-10   1.9185E-12    57756.993900463    57757.521597222
2.4860E18     1.3540E17    1.9355E-10   2.1586E-12    57756.993900463    57757.521597222
2.7570E18     1.3540E17    1.8488E-10   2.4833E-12    57756.993900463    57757.521597222
3.0270E18     1.3540E17    1.7174E-10   2.7971E-12    57756.993900463    57757.521597222
3.2980E18     1.3540E17    1.6738E-10   3.1368E-12    57756.993900463    57757.521597222
3.5690E18     1.3540E17    1.6021E-10   3.4509E-12    57756.993900463    57757.521597222
3.8400E18     1.3540E17    1.5507E-10   3.7741E-12    57756.993900463    57757.521597222
4.1110E18     1.3540E17    1.4723E-10   4.0771E-12    57756.993900463    57757.521597222
4.3810E18     1.3540E17    1.4244E-10   4.4179E-12    57756.993900463    57757.521597222
4.6520E18     1.3540E17    1.3546E-10   4.7311E-12    57756.993900463    57757.521597222
4.9230E18     1.3540E17    1.3797E-10   5.2152E-12    57756.993900463    57757.521597222
5.1940E18     1.3540E17    1.3448E-10   5.6284E-12    57756.993900463    57757.521597222
5.4650E18     1.3540E17    1.2267E-10   5.8889E-12    57756.993900463    57757.521597222
5.7360E18     1.3540E17    1.2417E-10   6.4932E-12    57756.993900463    57757.521597222
6.0060E18     1.3540E17    1.2427E-10   7.1198E-12    57756.993900463    57757.521597222
6.2770E18     1.3540E17    1.0433E-10   7.0393E-12    57756.993900463    57757.521597222
6.5480E18     1.3540E17    1.0682E-10   8.0579E-12    57756.993900463    57757.521597222
6.8190E18     1.3540E17    1.0476E-10   8.6396E-12    57756.993900463    57757.521597222
7.0900E18     1.3540E17    1.0736E-10   9.1406E-12    57756.993900463    57757.521597222
7.3630E18     1.3780E17    9.9507E-11   9.4050E-12    57756.993900463    57757.521597222
7.6360E18     1.3540E17    1.0871E-10   1.0538E-11    57756.993900463    57757.521597222
7.9120E18     1.4020E17    9.8232E-11   1.0665E-11    57756.993900463    57757.521597222
8.1900E18     1.3780E17    1.0746E-10   1.1780E-11    57756.993900463    57757.521597222
8.4680E18     1.4020E17    1.0973E-10   1.2453E-11    57756.993900463    57757.521597222
8.7480E18     1.4020E17    1.0537E-10   1.2809E-11    57756.993900463    57757.521597222
9.0430E18     1.5480E17    8.1224E-11   1.1466E-11    57756.993900463    57757.521597222
9.3500E18     1.5230E17    9.2507E-11   1.2996E-11    57756.993900463    57757.521597222
9.6820E18     1.7890E17    7.7685E-11   1.1617E-11    57756.993900463    57757.521597222
1.0030E19     1.6680E17    9.6309E-11   1.4272E-11    57756.993900463    57757.521597222
1.0390E19     1.9830E17    7.5086E-11   1.2479E-11    57756.993900463    57757.521597222
1.0840E19     2.4420E17    6.2371E-11   1.1235E-11    57756.993900463    57757.521597222
1.1300E19     2.1760E17    8.8440E-11   1.5194E-11    57756.993900463    57757.521597222
1.1760E19     2.4910E17    6.8199E-11   1.3957E-11    57756.993900463    57757.521597222
1.2310E19     2.9740E17    7.7431E-11   1.4652E-11    57756.993900463    57757.521597222
1.2980E19     3.7720E17    7.1332E-11   1.4011E-11    57756.993900463    57757.521597222
1.3790E19     4.2560E17    6.1222E-11   1.4937E-11    57756.993900463    57757.521597222
1.4700E19     4.8600E17    5.3649E-11   1.6245E-11    57756.993900463    57757.521597222
1.5790E19     6.0930E17    5.0633E-11   1.8936E-11    57756.993900463    57757.521597222
1.7360E19     9.5990E17    4.5720E-11   2.1665E-11    57756.993900463    57757.521597222
8.6080E17     1.3540E17    3.1185E-10   1.6383E-12    57784.990405093    57785.552905093
1.1320E18     1.3540E17    2.8823E-10   1.5690E-12    57784.990405093    57785.552905093
1.4020E18     1.3540E17    2.6632E-10   1.6347E-12    57784.990405093    57785.552905093
1.6730E18     1.3540E17    2.5010E-10   1.7570E-12    57784.990405093    57785.552905093
1.9440E18     1.3540E17    2.3520E-10   1.9071E-12    57784.990405093    57785.552905093
2.2150E18     1.3540E17    2.2013E-10   2.0580E-12    57784.990405093    57785.552905093
2.4860E18     1.3540E17    2.0993E-10   2.3333E-12    57784.990405093    57785.552905093
2.7570E18     1.3540E17    1.9907E-10   2.6704E-12    57784.990405093    57785.552905093
3.0270E18     1.3540E17    1.9198E-10   3.0637E-12    57784.990405093    57785.552905093
3.2980E18     1.3540E17    1.8032E-10   3.3715E-12    57784.990405093    57785.552905093
3.5690E18     1.3540E17    1.6837E-10   3.6607E-12    57784.990405093    57785.552905093
3.8400E18     1.3540E17    1.6654E-10   4.0500E-12    57784.990405093    57785.552905093
4.1110E18     1.3540E17    1.6198E-10   4.4246E-12    57784.990405093    57785.552905093
4.3810E18     1.3540E17    1.4979E-10   4.6985E-12    57784.990405093    57785.552905093
4.6520E18     1.3540E17    1.4490E-10   5.0651E-12    57784.990405093    57785.552905093
4.9230E18     1.3540E17    1.4061E-10   5.4455E-12    57784.990405093    57785.552905093
5.1940E18     1.3540E17    1.3367E-10   5.8003E-12    57784.990405093    57785.552905093
5.4650E18     1.3540E17    1.3221E-10   6.3062E-12    57784.990405093    57785.552905093
5.7360E18     1.3540E17    1.3102E-10   6.8631E-12    57784.990405093    57785.552905093
6.0060E18     1.3540E17    1.1678E-10   7.1444E-12    57784.990405093    57785.552905093
6.2770E18     1.3540E17    1.2174E-10   7.8787E-12    57784.990405093    57785.552905093
6.5480E18     1.3540E17    1.1218E-10   8.5761E-12    57784.990405093    57785.552905093
6.8190E18     1.3540E17    1.0947E-10   9.2178E-12    57784.990405093    57785.552905093
7.0900E18     1.3540E17    1.1556E-10   9.9415E-12    57784.990405093    57785.552905093
7.3600E18     1.3540E17    1.0158E-10   9.9797E-12    57784.990405093    57785.552905093
7.6340E18     1.3780E17    1.0571E-10   1.0604E-11    57784.990405093    57785.552905093
7.9090E18     1.3780E17    1.0108E-10   1.1317E-11    57784.990405093    57785.552905093
8.1850E18     1.3780E17    9.7406E-11   1.1701E-11    57784.990405093    57785.552905093
8.4700E18     1.4750E17    8.9658E-11   1.1435E-11    57784.990405093    57785.552905093
8.7770E18     1.5960E17    9.6828E-11   1.2063E-11    57784.990405093    57785.552905093
9.0940E18     1.5720E17    7.6367E-11   1.1574E-11    57784.990405093    57785.552905093
9.4110E18     1.5960E17    9.0116E-11   1.3219E-11    57784.990405093    57785.552905093
9.7350E18     1.6440E17    7.5955E-11   1.2850E-11    57784.990405093    57785.552905093
1.0060E19     1.6200E17    1.0508E-10   1.5809E-11    57784.990405093    57785.552905093
1.0410E19     1.9100E17    7.6363E-11   1.3431E-11    57784.990405093    57785.552905093
1.0860E19     2.5630E17    6.0006E-11   1.1372E-11    57784.990405093    57785.552905093
1.1340E19     2.2250E17    8.2932E-11   1.5298E-11    57784.990405093    57785.552905093
1.1860E19     2.9500E17    5.9485E-11   1.2852E-11    57784.990405093    57785.552905093
1.2460E19     3.0470E17    5.1015E-11   1.4029E-11    57784.990405093    57785.552905093
1.3220E19     4.5460E17    4.0309E-11   1.2127E-11    57784.990405093    57785.552905093
1.4110E19     4.3520E17    6.5509E-11   1.6998E-11    57784.990405093    57785.552905093
1.5070E19     5.2710E17    5.8349E-11   1.8591E-11    57784.990405093    57785.552905093
1.6300E19     7.0610E17    4.5763E-11   2.1158E-11    57784.990405093    57785.552905093
1.7700E19     6.9400E17    7.2973E-11   3.3856E-11    57784.990405093    57785.552905093
8.6080E17     1.3540E17    3.1691E-10   1.5764E-12    57812.924398148    57813.497303241
1.1320E18     1.3540E17    2.8676E-10   1.4931E-12    57812.924398148    57813.497303241
1.4020E18     1.3540E17    2.6306E-10   1.5500E-12    57812.924398148    57813.497303241
1.6730E18     1.3540E17    2.4398E-10   1.6549E-12    57812.924398148    57813.497303241
1.9440E18     1.3540E17    2.2790E-10   1.7906E-12    57812.924398148    57813.497303241
2.2150E18     1.3540E17    2.1641E-10   1.9472E-12    57812.924398148    57813.497303241
2.4860E18     1.3540E17    2.0250E-10   2.1892E-12    57812.924398148    57813.497303241
2.7570E18     1.3540E17    1.8941E-10   2.4916E-12    57812.924398148    57813.497303241
3.0270E18     1.3540E17    1.7941E-10   2.8324E-12    57812.924398148    57813.497303241
3.2980E18     1.3540E17    1.7188E-10   3.1511E-12    57812.924398148    57813.497303241
3.5690E18     1.3540E17    1.6258E-10   3.4445E-12    57812.924398148    57813.497303241
3.8400E18     1.3540E17    1.5591E-10   3.7543E-12    57812.924398148    57813.497303241
4.1110E18     1.3540E17    1.4589E-10   4.0215E-12    57812.924398148    57813.497303241
4.3810E18     1.3540E17    1.3851E-10   4.3141E-12    57812.924398148    57813.497303241
4.6520E18     1.3540E17    1.3690E-10   4.7065E-12    57812.924398148    57813.497303241
4.9230E18     1.3540E17    1.3064E-10   5.0229E-12    57812.924398148    57813.497303241
5.1940E18     1.3540E17    1.2717E-10   5.4188E-12    57812.924398148    57813.497303241
5.4650E18     1.3540E17    1.2583E-10   5.9049E-12    57812.924398148    57813.497303241
5.7360E18     1.3540E17    1.1544E-10   6.2012E-12    57812.924398148    57813.497303241
6.0060E18     1.3540E17    1.0875E-10   6.5950E-12    57812.924398148    57813.497303241
6.2770E18     1.3540E17    1.0875E-10   7.1095E-12    57812.924398148    57813.497303241
6.5500E18     1.3780E17    1.0051E-10   7.6825E-12    57812.924398148    57813.497303241
6.8240E18     1.3540E17    1.0937E-10   8.7669E-12    57812.924398148    57813.497303241
7.0940E18     1.3540E17    8.9534E-11   8.3336E-12    57812.924398148    57813.497303241
7.3680E18     1.3780E17    8.1580E-11   8.5399E-12    57812.924398148    57813.497303241
7.6410E18     1.3540E17    9.3038E-11   9.7065E-12    57812.924398148    57813.497303241
7.9210E18     1.4510E17    8.8760E-11   9.9524E-12    57812.924398148    57813.497303241
8.2040E18     1.3780E17    9.5202E-11   1.1064E-11    57812.924398148    57813.497303241
8.4940E18     1.5230E17    8.3919E-11   1.0473E-11    57812.924398148    57813.497303241
8.7920E18     1.4510E17    1.0829E-10   1.2712E-11    57812.924398148    57813.497303241
9.1090E18     1.7170E17    6.1559E-11   9.5329E-12    57812.924398148    57813.497303241
9.4620E18     1.8130E17    5.9806E-11   9.9872E-12    57812.924398148    57813.497303241
9.8050E18     1.6200E17    9.5059E-11   1.3736E-11    57812.924398148    57813.497303241
1.0160E19     1.8860E17    7.1858E-11   1.1883E-11    57812.924398148    57813.497303241
1.0550E19     2.1040E17    6.1143E-11   1.1383E-11    57812.924398148    57813.497303241
1.1010E19     2.4660E17    6.0990E-11   1.1641E-11    57812.924398148    57813.497303241
1.1520E19     2.6600E17    6.2746E-11   1.2189E-11    57812.924398148    57813.497303241
1.2060E19     2.6600E17    7.0417E-11   1.3997E-11    57812.924398148    57813.497303241
1.2710E19     3.9170E17    4.3092E-11   1.1226E-11    57812.924398148    57813.497303241
1.3470E19     3.6750E17    6.9112E-11   1.5388E-11    57812.924398148    57813.497303241
1.4410E19     5.7060E17    4.6459E-11   1.3270E-11    57812.924398148    57813.497303241
1.5630E19     6.5290E17    4.7775E-11   1.6415E-11    57812.924398148    57813.497303241
8.6080E17     1.3540E17    1.0154E-10   7.8969E-13    57839.910497685    57840.639699074
1.1320E18     1.3540E17    8.7184E-11   7.2701E-13    57839.910497685    57840.639699074
1.4020E18     1.3540E17    7.5784E-11   7.3436E-13    57839.910497685    57840.639699074
1.6730E18     1.3540E17    6.8622E-11   7.7478E-13    57839.910497685    57840.639699074
1.9440E18     1.3540E17    6.0967E-11   8.1749E-13    57839.910497685    57840.639699074
2.2150E18     1.3540E17    5.6004E-11   8.7516E-13    57839.910497685    57840.639699074
2.4860E18     1.3540E17    5.1612E-11   9.7839E-13    57839.910497685    57840.639699074
2.7570E18     1.3540E17    4.7762E-11   1.1098E-12    57839.910497685    57840.639699074
3.0270E18     1.3540E17    4.5512E-11   1.2674E-12    57839.910497685    57840.639699074
3.2980E18     1.3540E17    4.1383E-11   1.3735E-12    57839.910497685    57840.639699074
3.5690E18     1.3540E17    3.8210E-11   1.4870E-12    57839.910497685    57840.639699074
3.8400E18     1.3540E17    3.7245E-11   1.6370E-12    57839.910497685    57840.639699074
4.1110E18     1.3540E17    3.5618E-11   1.7726E-12    57839.910497685    57840.639699074
4.3810E18     1.3540E17    3.3825E-11   1.9097E-12    57839.910497685    57840.639699074
4.6520E18     1.3540E17    2.9183E-11   1.9568E-12    57839.910497685    57840.639699074
4.9230E18     1.3540E17    3.4823E-11   2.3334E-12    57839.910497685    57840.639699074
5.1960E18     1.3780E17    2.8655E-11   2.3201E-12    57839.910497685    57840.639699074
5.4700E18     1.3540E17    2.8035E-11   2.5665E-12    57839.910497685    57840.639699074
5.7430E18     1.3780E17    2.5968E-11   2.7105E-12    57839.910497685    57840.639699074
6.0210E18     1.4020E17    2.6145E-11   3.0111E-12    57839.910497685    57840.639699074
6.3110E18     1.4990E17    2.4813E-11   3.0811E-12    57839.910497685    57840.639699074
6.6180E18     1.5720E17    2.2396E-11   3.3735E-12    57839.910497685    57840.639699074
6.9370E18     1.6200E17    2.2292E-11   3.7134E-12    57839.910497685    57840.639699074
7.2590E18     1.5960E17    2.2956E-11   4.1067E-12    57839.910497685    57840.639699074
7.5900E18     1.7170E17    2.3767E-11   4.4121E-12    57839.910497685    57840.639699074
7.9720E18     2.1040E17    2.1283E-11   4.0934E-12    57839.910497685    57840.639699074
8.4120E18     2.2970E17    2.0382E-11   4.2798E-12    57839.910497685    57840.639699074
8.8500E18     2.0790E17    2.1472E-11   4.9996E-12    57839.910497685    57840.639699074
9.2710E18     2.1280E17    2.8777E-11   6.0122E-12    57839.910497685    57840.639699074
