# RA = 22 02 43.20 (330.68)
# Dec = +42 16 40.00 (42.277778)
# Redshift = 0.0
# nH = 1.75E21 cm^-2 
# NuBlazar (id = 127)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.0810E18     0.0000E00    5.5367E-12   6.2680E-13    55558.777998    55558.790243
1.0810E18     0.0000E00    1.0718E-11   8.3245E-13    55904.753275    55904.827465
1.0810E18     0.0000E00    8.8202E-12   7.2212E-13    55897.002303    55897.015938
1.0810E18     0.0000E00    7.2762E-12   6.2816E-13    55033.177905    55033.190926
1.0810E18     0.0000E00    9.9870E-12   7.8432E-13    55012.089444    55012.100648
1.0810E18     0.0000E00    8.5405E-12   6.7699E-13    55903.081343    55903.620787
1.0810E18     0.0000E00    7.3213E-12   5.0726E-13    55188.371713    55188.39162
1.0810E18     0.0000E00    9.8513E-12   6.2881E-13    55908.721991    55908.906042
# 1SWXRT (0.1-2.4 keV) (id = 65)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
2.4180E17     0.0000E00    4.5467E-12   2.0242E-13    55760.568183    55760.651366
2.4180E17     0.0000E00    4.7188E-12   2.8408E-13    55806.316806    55806.328449
2.4180E17     0.0000E00    4.6031E-12   2.8582E-13    55813.948079    55813.960382
2.4180E17     0.0000E00    4.7631E-12   2.6991E-13    55547.410764    55547.424954
2.4180E17     0.0000E00    2.9970E-12   2.3786E-13    54734.974375    54734.999954
2.4180E17     0.0000E00    5.9955E-12   3.2367E-13    55890.794676    55890.806898
2.4180E17     0.0000E00    5.2093E-12   3.1571E-13    55716.887234    55716.899271
2.4180E17     0.0000E00    5.7554E-12   3.3204E-13    55841.35625    55841.368032
2.4180E17     0.0000E00    5.9966E-12   2.1278E-13    54713.298322    54713.568021
2.4180E17     0.0000E00    7.9118E-12   3.5522E-13    55742.353322    55742.43081
2.4180E17     0.0000E00    4.8989E-12   2.0282E-13    55729.998345    55730.205509
2.4180E17     0.0000E00    4.0994E-12   2.4453E-13    55704.700486    55704.7125
2.4180E17     0.0000E00    5.1997E-12   2.3779E-13    55047.353322    55047.372882
2.4180E17     0.0000E00    5.2301E-12   1.9371E-13    54700.033762    54700.392338
2.4180E17     0.0000E00    4.5666E-12   2.3620E-13    55534.012442    55534.030521
2.4180E17     0.0000E00    4.6117E-12   2.8526E-13    55216.074664    55216.086759
2.4180E17     0.0000E00    5.0759E-12   2.2277E-13    55753.546076    55753.62287
2.4180E17     0.0000E00    5.1510E-12   1.5515E-13    55714.149421    55714.290255
2.4180E17     0.0000E00    3.3533E-12   1.7237E-13    55747.372604    55747.446481
2.4180E17     0.0000E00    5.7132E-12   3.5708E-13    55362.054896    55362.123576
2.4180E17     0.0000E00    8.2195E-12   2.4531E-13    54708.339271    54708.617315
2.4180E17     0.0000E00    5.7521E-12   3.3185E-13    55146.675706    55146.686759
2.4180E17     0.0000E00    4.3249E-12   1.7426E-13    55503.3036    55503.447188
2.4180E17     0.0000E00    6.7894E-12   4.8266E-13    54716.181204    54716.385382
2.4180E17     0.0000E00    4.2530E-12   2.0630E-13    55746.369826    55746.443715
2.4180E17     0.0000E00    3.5784E-12   2.7037E-13    54741.002998    54741.013843
2.4180E17     0.0000E00    3.7685E-12   1.8843E-13    55743.423692    55743.492662
2.4180E17     0.0000E00    7.0682E-12   2.4529E-13    54714.378831    54714.584005
2.4180E17     0.0000E00    2.5458E-12   9.8652E-14    54701.037894    54701.325648
2.4180E17     0.0000E00    3.5799E-12   1.1933E-13    54704.389167    54704.54162
2.4180E17     0.0000E00    4.3392E-12   2.2758E-13    55019.053229    55019.130509
2.4180E17     0.0000E00    5.3945E-12   4.2839E-13    55139.581991    55139.653426
2.4180E17     0.0000E00    4.8614E-12   1.9639E-13    54717.576563    54717.857616
2.4180E17     0.0000E00    2.5340E-12   1.7101E-13    55478.404109    55478.423576
2.4180E17     0.0000E00    5.2870E-12   1.7309E-13    55713.132384    55713.221366
2.4180E17     0.0000E00    3.1046E-12   1.0613E-13    54703.381343    54703.53537
2.4180E17     0.0000E00    1.0293E-11   6.1305E-13    54350.622685    54350.762465
2.4180E17     0.0000E00    5.7840E-12   2.2246E-13    54715.251667    54715.591632
2.4180E17     0.0000E00    4.4045E-12   2.7151E-13    55506.447338    55506.459676
2.4180E17     0.0000E00    4.9401E-12   2.6746E-13    55005.594028    55005.609699
2.4180E17     0.0000E00    5.9337E-12   3.1816E-13    53675.261794    53675.399965
2.4180E17     0.0000E00    6.9263E-12   2.4691E-13    54705.006505    54705.343009
2.4180E17     0.0000E00    6.1509E-12   2.3187E-13    54711.2186    54711.627049
2.4180E17     0.0000E00    4.6999E-12   2.0642E-13    55745.374155    55745.45206
2.4180E17     0.0000E00    4.3355E-12   2.2234E-13    53674.473796    53674.53191
2.4180E17     0.0000E00    3.5299E-12   1.0176E-13    55027.616481    55027.963843
2.4180E17     0.0000E00    3.0071E-12   1.0501E-13    54702.577731    54702.731898
2.4180E17     0.0000E00    9.2242E-12   5.8054E-13    55174.592778    55174.670787
2.4180E17     0.0000E00    7.5528E-12   2.3042E-13    54709.342292    54709.552743
2.4180E17     0.0000E00    2.6717E-12   1.3040E-13    54706.010475    54706.806204
2.4180E17     0.0000E00    2.9574E-12   1.0494E-13    54699.496771    54699.843715
2.4180E17     0.0000E00    5.6690E-12   2.6995E-13    55520.56331    55520.57912
2.4180E17     0.0000E00    4.5055E-12   2.6970E-13    55458.26706    55458.340926
2.4180E17     0.0000E00    4.3686E-12   2.9965E-13    55836.894363    55836.904109
2.4180E17     0.0000E00    7.7494E-12   2.2279E-13    54707.535799    54707.753449
2.4180E17     0.0000E00    6.4360E-12   3.4425E-13    55918.280937    55918.292315
2.4180E17     0.0000E00    5.1366E-12   2.8536E-13    55541.044792    55541.058981
2.4180E17     0.0000E00    5.0934E-12   3.0148E-13    55132.019792    55132.095093
2.4180E17     0.0000E00    5.5205E-12   4.1127E-13    53577.025579    53577.963171
2.4180E17     0.0000E00    7.0104E-12   2.3260E-13    54712.623785    54712.972176
2.4180E17     0.0000E00    3.7139E-12   1.2225E-13    53883.313773    53883.520093
2.4180E17     0.0000E00    4.6318E-12   1.3483E-13    53682.354167    53682.449271
2.4180E17     0.0000E00    4.6782E-12   2.8642E-13    55195.002326    55195.015231
2.4180E17     0.0000E00    5.1308E-12   3.1671E-13    55181.283542    55181.35412
2.4180E17     0.0000E00    4.8214E-12   1.7503E-13    53677.409676    53677.554132
2.4180E17     0.0000E00    4.9213E-12   2.8483E-13    55492.595961    55492.609016
2.4180E17     0.0000E00    5.4112E-12   4.0662E-13    54727.747905    54727.890926
2.4180E17     0.0000E00    6.1200E-12   3.3039E-13    55883.427685    55883.439549
2.4180E17     0.0000E00    3.2891E-12   1.9067E-13    55744.429549    55744.448588
2.4180E17     0.0000E00    3.7228E-12   6.6820E-14    55028.01809    55028.969421
2.4180E17     0.0000E00    4.9019E-12   1.9672E-13    54698.64044    54698.919398
2.4180E17     0.0000E00    7.8025E-12   6.7708E-13    54358.053935    54359.733287
2.4180E17     0.0000E00    3.7234E-12   1.9095E-13    54370.708762    54370.782593
2.4180E17     0.0000E00    5.3143E-12   2.7049E-13    55160.001238    55160.935394
2.4180E17     0.0000E00    5.9287E-12   2.3280E-13    55153.776725    55153.854826
2.4180E17     0.0000E00    4.6776E-12   1.4797E-13    53883.327326    53883.534687
2.4180E17     0.0000E00    5.0383E-12   2.9637E-13    55202.221887    55202.233981
2.4180E17     0.0000E00    3.5978E-12   2.3670E-13    55768.942002    55768.999954
2.4180E17     0.0000E00    4.2150E-12   2.8630E-13    53676.330278    53676.403449
2.4180E17     0.0000E00    4.7461E-12   1.5873E-13    53671.040671    53671.448588
2.4180E17     0.0000E00    5.7982E-12   3.3306E-13    55707.321539    55707.333981
2.4180E17     0.0000E00    9.8279E-12   5.8001E-13    55512.002303    55512.016632
2.4180E17     0.0000E00    3.5933E-12   1.1130E-13    54710.346725    54710.563854
2.4180E17     0.0000E00    4.5942E-12   2.5435E-13    55526.382836    55526.399271
2.4180E17     0.0000E00    3.7390E-12   3.0230E-13    54355.574769    54355.583993
2.4180E17     0.0000E00    4.2892E-12   2.5418E-13    55737.819132    55737.897882
2.4180E17     0.0000E00    2.5611E-12   1.0658E-13    54718.111748    54718.325671
2.4180E17     0.0000E00    5.9348E-12   3.1822E-13    55209.123692    55209.136076
2.4180E17     0.0000E00    4.4993E-12   3.1030E-13    55726.123738    55726.66522
2.4180E17     0.0000E00    8.2860E-12   4.8174E-13    55167.751956    55167.827743
2.4180E17     0.0000E00    3.2509E-12   2.5128E-13    55558.777998    55558.790243
2.4180E17     0.0000E00    5.7383E-12   3.2481E-13    55904.753275    55904.827465
2.4180E17     0.0000E00    4.0992E-12   2.6929E-13    55897.002303    55897.015938
2.4180E17     0.0000E00    4.6089E-12   2.6925E-13    55033.177905    55033.190926
2.4180E17     0.0000E00    6.0396E-12   3.4692E-13    55012.089444    55012.100648
2.4180E17     0.0000E00    4.6568E-12   2.6389E-13    55903.081343    55903.620787
2.4180E17     0.0000E00    4.4492E-12   2.2088E-13    55188.371713    55188.39162
2.4180E17     0.0000E00    6.6468E-12   2.7032E-13    55908.721991    55908.906042
# 1SWXRT (0.1-10 keV) (id = 64)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
4.8360E17     0.0000E00    5.3535E-12   2.1963E-13    55760.568183    55760.651366
4.8360E17     0.0000E00    5.4354E-12   2.9648E-13    55806.316806    55806.328449
4.8360E17     0.0000E00    5.2666E-12   2.8123E-13    55813.948079    55813.960382
4.8360E17     0.0000E00    5.2039E-12   2.5734E-13    55547.410764    55547.424954
4.8360E17     0.0000E00    3.3225E-12   2.4241E-13    54734.974375    54734.999954
4.8360E17     0.0000E00    6.8942E-12   3.2253E-13    55890.794676    55890.806898
4.8360E17     0.0000E00    6.0173E-12   3.1075E-13    55716.887234    55716.899271
4.8360E17     0.0000E00    6.6473E-12   3.4016E-13    55841.35625    55841.368032
4.8360E17     0.0000E00    4.5460E-12   1.4749E-13    54713.298322    54713.568021
4.8360E17     0.0000E00    6.1433E-12   2.4330E-13    55742.353322    55742.43081
4.8360E17     0.0000E00    5.5409E-12   2.0675E-13    55729.998345    55730.205509
4.8360E17     0.0000E00    4.6563E-12   2.4507E-13    55704.700486    55704.7125
4.8360E17     0.0000E00    5.9853E-12   2.4226E-13    55047.353322    55047.372882
4.8360E17     0.0000E00    3.9312E-12   1.3171E-13    54700.033762    54700.392338
4.8360E17     0.0000E00    5.1994E-12   2.3889E-13    55534.012442    55534.030521
4.8360E17     0.0000E00    5.1838E-12   2.8482E-13    55216.074664    55216.086759
4.8360E17     0.0000E00    5.6446E-12   2.2981E-13    55753.546076    55753.62287
4.8360E17     0.0000E00    5.9949E-12   1.6350E-13    55714.149421    55714.290255
4.8360E17     0.0000E00    3.9780E-12   1.8082E-13    55747.372604    55747.446481
4.8360E17     0.0000E00    6.7397E-12   3.5472E-13    55362.054896    55362.123576
4.8360E17     0.0000E00    6.0109E-12   1.6752E-13    54708.339271    54708.617315
4.8360E17     0.0000E00    6.6960E-12   3.3976E-13    55146.675706    55146.686759
4.8360E17     0.0000E00    4.8527E-12   1.7077E-13    55503.3036    55503.447188
4.8360E17     0.0000E00    5.1112E-12   3.4209E-13    54716.181204    54716.385382
4.8360E17     0.0000E00    4.7989E-12   2.1424E-13    55746.369826    55746.443715
4.8360E17     0.0000E00    3.9169E-12   2.7261E-13    54741.002998    54741.013843
4.8360E17     0.0000E00    4.3305E-12   1.9557E-13    55743.423692    55743.492662
4.8360E17     0.0000E00    5.3056E-12   1.7010E-13    54714.378831    54714.584005
4.8360E17     0.0000E00    2.8868E-12   1.0053E-13    54701.037894    54701.325648
4.8360E17     0.0000E00    4.0066E-12   1.2063E-13    54704.389167    54704.54162
4.8360E17     0.0000E00    5.0605E-12   2.3416E-13    55019.053229    55019.130509
4.8360E17     0.0000E00    5.9961E-12   4.2829E-13    55139.581991    55139.653426
4.8360E17     0.0000E00    3.7471E-12   1.3699E-13    54717.576563    54717.857616
4.8360E17     0.0000E00    2.8320E-12   1.7786E-13    55478.404109    55478.423576
4.8360E17     0.0000E00    6.1172E-12   1.8240E-13    55713.132384    55713.221366
4.8360E17     0.0000E00    3.5565E-12   1.0812E-13    54703.381343    54703.53537
4.8360E17     0.0000E00    7.8121E-12   4.2501E-13    54350.622685    54350.762465
4.8360E17     0.0000E00    4.2548E-12   1.4902E-13    54715.251667    54715.591632
4.8360E17     0.0000E00    4.9233E-12   2.5709E-13    55506.447338    55506.459676
4.8360E17     0.0000E00    5.6667E-12   2.6650E-13    55005.594028    55005.609699
4.8360E17     0.0000E00    6.7327E-12   3.3017E-13    53675.261794    53675.399965
4.8360E17     0.0000E00    5.1741E-12   1.6781E-13    54705.006505    54705.343009
4.8360E17     0.0000E00    4.6765E-12   1.5924E-13    54711.2186    54711.627049
4.8360E17     0.0000E00    5.2334E-12   2.0018E-13    55745.374155    55745.45206
4.8360E17     0.0000E00    4.9350E-12   2.2887E-13    53674.473796    53674.53191
4.8360E17     0.0000E00    4.0585E-12   1.0469E-13    55027.616481    55027.963843
4.8360E17     0.0000E00    3.3459E-12   1.0483E-13    54702.577731    54702.731898
4.8360E17     0.0000E00    6.9156E-12   4.0442E-13    55174.592778    55174.670787
4.8360E17     0.0000E00    5.5707E-12   1.5518E-13    54709.342292    54709.552743
4.8360E17     0.0000E00    3.0556E-12   1.3485E-13    54706.010475    54706.806204
4.8360E17     0.0000E00    3.3412E-12   1.0611E-13    54699.496771    54699.843715
4.8360E17     0.0000E00    6.3356E-12   2.8603E-13    55520.56331    55520.57912
4.8360E17     0.0000E00    4.9956E-12   2.7119E-13    55458.26706    55458.340926
4.8360E17     0.0000E00    5.2302E-12   3.1014E-13    55836.894363    55836.904109
4.8360E17     0.0000E00    5.9795E-12   1.5607E-13    54707.535799    54707.753449
4.8360E17     0.0000E00    7.4899E-12   3.4160E-13    55918.280937    55918.292315
4.8360E17     0.0000E00    5.8293E-12   2.8505E-13    55541.044792    55541.058981
4.8360E17     0.0000E00    5.8255E-12   2.9984E-13    55132.019792    55132.095093
4.8360E17     0.0000E00    6.2700E-12   4.2557E-13    53577.025579    53577.963171
4.8360E17     0.0000E00    5.2962E-12   1.6031E-13    54712.623785    54712.972176
4.8360E17     0.0000E00    4.3770E-12   1.2467E-13    53883.313773    53883.520093
4.8360E17     0.0000E00    5.3365E-12   1.3841E-13    53682.354167    53682.449271
4.8360E17     0.0000E00    5.1994E-12   3.0162E-13    55195.002326    55195.015231
4.8360E17     0.0000E00    5.8297E-12   3.2703E-13    55181.283542    55181.35412
4.8360E17     0.0000E00    5.3430E-12   1.7236E-13    53677.409676    53677.554132
4.8360E17     0.0000E00    5.6787E-12   2.8394E-13    55492.595961    55492.609016
4.8360E17     0.0000E00    3.8509E-12   2.8455E-13    54727.747905    54727.890926
4.8360E17     0.0000E00    6.9989E-12   3.2259E-13    55883.427685    55883.439549
4.8360E17     0.0000E00    3.6374E-12   1.8616E-13    55744.429549    55744.448588
4.8360E17     0.0000E00    4.2069E-12   6.7483E-14    55028.01809    55028.969421
4.8360E17     0.0000E00    3.7806E-12   1.3950E-13    54698.64044    54698.919398
4.8360E17     0.0000E00    6.0824E-12   4.8497E-13    54358.053935    54359.733287
4.8360E17     0.0000E00    4.1509E-12   2.0108E-13    54370.708762    54370.782593
4.8360E17     0.0000E00    6.0029E-12   2.7286E-13    55160.001238    55160.935394
4.8360E17     0.0000E00    6.7217E-12   2.3178E-13    55153.776725    55153.854826
4.8360E17     0.0000E00    5.2699E-12   1.4360E-13    53883.327326    53883.534687
4.8360E17     0.0000E00    5.8416E-12   2.8932E-13    55202.221887    55202.233981
4.8360E17     0.0000E00    3.9943E-12   2.3994E-13    55768.942002    55768.999954
4.8360E17     0.0000E00    4.7789E-12   2.8702E-13    53676.330278    53676.403449
4.8360E17     0.0000E00    5.4015E-12   1.5719E-13    53671.040671    53671.448588
4.8360E17     0.0000E00    6.8252E-12   3.3673E-13    55707.321539    55707.333981
4.8360E17     0.0000E00    7.5683E-12   3.8346E-13    55512.002303    55512.016632
4.8360E17     0.0000E00    4.0293E-12   1.1185E-13    54710.346725    54710.563854
4.8360E17     0.0000E00    4.9741E-12   2.4369E-13    55526.382836    55526.399271
4.8360E17     0.0000E00    4.1069E-12   3.0156E-13    54355.574769    54355.583993
4.8360E17     0.0000E00    4.9239E-12   2.7196E-13    55737.819132    55737.897882
4.8360E17     0.0000E00    2.8566E-12   1.0766E-13    54718.111748    54718.325671
4.8360E17     0.0000E00    6.6061E-12   3.3031E-13    55209.123692    55209.136076
4.8360E17     0.0000E00    5.3544E-12   3.1336E-13    55726.123738    55726.66522
4.8360E17     0.0000E00    6.0529E-12   3.0064E-13    55167.751956    55167.827743
4.8360E17     0.0000E00    3.8568E-12   2.5153E-13    55558.777998    55558.790243
4.8360E17     0.0000E00    6.4979E-12   3.2490E-13    55904.753275    55904.827465
4.8360E17     0.0000E00    4.9171E-12   2.6544E-13    55897.002303    55897.015938
4.8360E17     0.0000E00    5.0919E-12   2.7024E-13    55033.177905    55033.190926
4.8360E17     0.0000E00    6.7228E-12   3.3825E-13    55012.089444    55012.100648
4.8360E17     0.0000E00    5.4283E-12   2.7278E-13    55903.081343    55903.620787
4.8360E17     0.0000E00    5.0934E-12   2.2574E-13    55188.371713    55188.39162
4.8360E17     0.0000E00    7.6017E-12   2.7251E-13    55908.721991    55908.906042
# UVOTSSC uvw2 (id = 63)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.4750E15     0.0000E00    1.8322E-11   3.8873E-14    54701.037917    54701.037917
1.4750E15     0.0000E00    1.7718E-11   3.6973E-14    54702.577755    54702.577755
1.4750E15     0.0000E00    1.2698E-11   5.4771E-14    55188.371713    55188.371713
1.4750E15     0.0000E00    1.9417E-11   4.1627E-14    54718.111782    54718.111782
1.4750E15     0.0000E00    1.9903E-11   3.9181E-14    54699.496806    54699.496806
1.4750E15     0.0000E00    2.4731E-11   5.7018E-14    54706.011019    54706.011019
1.4750E15     0.0000E00    2.2953E-11   3.9800E-14    54707.535833    54707.535833
1.4750E15     0.0000E00    2.0900E-11   9.1778E-14    55146.67566    55146.67566
1.4750E15     0.0000E00    1.9936E-11   8.9121E-14    55174.592708    55174.592708
1.4750E15     0.0000E00    3.5859E-11   1.1617E-13    55216.074664    55216.074664
1.4750E15     0.0000E00    2.0710E-11   4.2255E-14    54717.576597    54717.576597
1.4750E15     0.0000E00    2.5569E-11   4.9234E-14    53883.327338    53883.327338
1.4750E15     0.0000E00    1.7293E-11   8.2942E-14    55132.019745    55132.019745
1.4750E15     0.0000E00    1.3834E-11   7.6077E-14    55012.08941    55012.08941
1.4750E15     0.0000E00    1.2317E-11   5.8599E-14    55019.053148    55019.053148
1.4750E15     0.0000E00    1.5385E-11   1.5167E-13    54921.609097    54921.609097
1.4750E15     0.0000E00    2.0112E-11   4.0213E-14    54698.640475    54698.640475
1.4750E15     0.0000E00    2.1535E-11   4.1567E-14    54704.389676    54704.389676
1.4750E15     0.0000E00    4.9053E-11   1.3008E-13    55362.054896    55362.054896
1.4750E15     0.0000E00    1.2567E-11   6.1037E-14    55005.593981    55005.593981
1.4750E15     0.0000E00    2.4719E-11   7.9403E-14    55167.751667    55167.751667
1.4750E15     0.0000E00    1.1818E-11   5.2732E-14    55047.353252    55047.353252
1.4750E15     0.0000E00    1.5218E-11   7.1801E-14    55033.177812    55033.177812
1.4750E15     0.0000E00    2.6239E-11   4.6407E-14    54712.623819    54712.623819
1.4750E15     0.0000E00    1.7558E-11   3.7421E-14    54708.339294    54708.339294
1.4750E15     0.0000E00    1.8333E-11   1.1573E-13    55139.581748    55139.581748
1.4750E15     0.0000E00    2.5624E-11   4.6042E-14    53883.312361    53883.312361
1.4750E15     0.0000E00    1.7983E-11   7.8535E-14    55458.26706    55458.26706
1.4750E15     0.0000E00    2.1805E-11   4.3585E-14    54714.378866    54714.378866
1.4750E15     0.0000E00    2.0712E-11   8.0167E-14    55195.002025    55195.002025
1.4750E15     0.0000E00    1.9244E-11   3.8683E-14    54709.342315    54709.342315
1.4750E15     0.0000E00    2.4014E-11   4.3822E-14    54703.381366    54703.381366
1.4750E15     0.0000E00    3.0612E-11   1.1182E-13    53677.409711    53677.409711
1.4750E15     0.0000E00    2.5924E-11   4.9696E-14    54711.218634    54711.218634
1.4750E15     0.0000E00    2.3013E-11   4.1322E-14    54710.346759    54710.346759
1.4750E15     0.0000E00    6.9540E-11   8.6905E-14    53671.040706    53671.040706
1.4750E15     0.0000E00    1.7551E-11   8.7265E-14    55181.28353    55181.28353
1.4750E15     0.0000E00    1.7269E-11   3.5961E-14    54700.033785    54700.033785
1.4750E15     0.0000E00    1.7872E-11   6.1820E-14    55153.776667    55153.776667
1.4750E15     0.0000E00    2.0613E-11   7.9483E-14    55160.001157    55160.001157
1.4750E15     0.0000E00    3.1620E-11   1.0964E-13    55209.123692    55209.123692
1.4750E15     0.0000E00    2.3011E-11   4.5750E-14    54705.00706    54705.00706
1.4750E15     0.0000E00    2.2356E-11   9.1818E-14    54741.00162    54741.00162
1.4750E15     0.0000E00    1.3261E-11   7.6481E-14    54734.974398    54734.974398
1.4750E15     0.0000E00    1.5590E-11   7.4049E-14    54727.74787    54727.74787
1.4750E15     0.0000E00    2.6361E-11   4.5712E-14    54713.298345    54713.298345
1.4750E15     0.0000E00    2.0589E-11   4.1053E-14    54715.25169    54715.25169
1.4750E15     0.0000E00    2.6247E-11   9.9732E-14    55202.221887    55202.221887
# UVOTSSC uvm2 (id = 62)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.3450E15     0.0000E00    2.0240E-11   5.7123E-14    54701.037917    54701.037917
1.3450E15     0.0000E00    2.1435E-11   5.7258E-14    54702.577755    54702.577755
1.3450E15     0.0000E00    1.6058E-11   8.2893E-14    55188.371713    55188.371713
1.3450E15     0.0000E00    2.2565E-11   6.3489E-14    54718.111782    54718.111782
1.3450E15     0.0000E00    2.1156E-11   5.6772E-14    54699.496806    54699.496806
1.3450E15     0.0000E00    2.7303E-11   9.3737E-14    54706.011019    54706.011019
1.3450E15     0.0000E00    2.4984E-11   5.7899E-14    54707.535833    54707.535833
1.3450E15     0.0000E00    2.3546E-11   1.4363E-13    55146.67566    55146.67566
1.3450E15     0.0000E00    2.3340E-11   1.4466E-13    55174.592708    55174.592708
1.3450E15     0.0000E00    4.5510E-11   1.8392E-13    55216.074664    55216.074664
1.3450E15     0.0000E00    2.5759E-11   6.4550E-14    54717.576597    54717.576597
1.3450E15     0.0000E00    2.9962E-11   7.3017E-14    53883.327338    53883.327338
1.3450E15     0.0000E00    2.0013E-11   1.2639E-13    55132.019745    55132.019745
1.3450E15     0.0000E00    1.5880E-11   1.1470E-13    55012.08941    55012.08941
1.3450E15     0.0000E00    1.2969E-11   8.5693E-14    55019.053148    55019.053148
1.3450E15     0.0000E00    2.4357E-11   6.0120E-14    54698.640475    54698.640475
1.3450E15     0.0000E00    2.4431E-11   6.9745E-14    54704.389676    54704.389676
1.3450E15     0.0000E00    1.5072E-11   9.0586E-14    55005.593981    55005.593981
1.3450E15     0.0000E00    2.9972E-11   1.2477E-13    55167.751667    55167.751667
1.3450E15     0.0000E00    1.4023E-11   7.9427E-14    55047.353252    55047.353252
1.3450E15     0.0000E00    1.7967E-11   1.1455E-13    55033.177812    55033.177812
1.3450E15     0.0000E00    3.1391E-11   7.2068E-14    54712.623819    54712.623819
1.3450E15     0.0000E00    2.1080E-11   5.8548E-14    54708.339294    54708.339294
1.3450E15     0.0000E00    2.1428E-11   1.9017E-13    55139.581748    55139.581748
1.3450E15     0.0000E00    2.6529E-11   6.5225E-14    53883.312361    53883.312361
1.3450E15     0.0000E00    2.4167E-11   1.3116E-13    55458.26706    55458.26706
1.3450E15     0.0000E00    2.6569E-11   7.5398E-14    54714.378866    54714.378866
1.3450E15     0.0000E00    2.2541E-11   1.5895E-13    55195.002025    55195.002025
1.3450E15     0.0000E00    2.5169E-11   6.3519E-14    54709.342315    54709.342315
1.3450E15     0.0000E00    2.6304E-11   6.2519E-14    54703.381366    54703.381366
1.3450E15     0.0000E00    3.3883E-11   1.5815E-13    53677.409711    53677.409711
1.3450E15     0.0000E00    2.8435E-11   8.0612E-14    54711.218634    54711.218634
1.3450E15     0.0000E00    2.7565E-11   6.0915E-14    54710.346759    54710.346759
1.3450E15     0.0000E00    7.2832E-11   1.1889E-13    53671.040706    53671.040706
1.3450E15     0.0000E00    2.3274E-11   1.3611E-13    55181.28353    55181.28353
1.3450E15     0.0000E00    1.9268E-11   5.2446E-14    54700.033785    54700.033785
1.3450E15     0.0000E00    2.0359E-11   8.9566E-14    55153.776667    55153.776667
1.3450E15     0.0000E00    2.8148E-11   1.3656E-13    55160.001157    55160.001157
1.3450E15     0.0000E00    3.7397E-11   1.5848E-13    55209.123692    55209.123692
1.3450E15     0.0000E00    2.6308E-11   7.1705E-14    54705.00706    54705.00706
1.3450E15     0.0000E00    2.5878E-11   1.3326E-13    54741.00162    54741.00162
1.3450E15     0.0000E00    1.6952E-11   1.3419E-13    54734.974398    54734.974398
1.3450E15     0.0000E00    2.1006E-11   1.3366E-13    54727.74787    54727.74787
1.3450E15     0.0000E00    2.8979E-11   6.9130E-14    54713.298345    54713.298345
1.3450E15     0.0000E00    2.6351E-11   7.5676E-14    54715.25169    54715.25169
1.3450E15     0.0000E00    3.3170E-11   1.5607E-13    55202.221887    55202.221887
# UVOTSSC uvw1 (id = 61)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.1570E15     0.0000E00    1.8442E-11   7.1797E-14    54701.037917    54701.037917
1.1570E15     0.0000E00    1.8402E-11   6.9231E-14    54702.577755    54702.577755
1.1570E15     0.0000E00    1.3456E-11   1.0424E-13    55188.371713    55188.371713
1.1570E15     0.0000E00    1.9709E-11   7.6669E-14    54718.111782    54718.111782
1.1570E15     0.0000E00    1.9139E-11   7.0593E-14    54699.496806    54699.496806
1.1570E15     0.0000E00    2.4825E-11   1.0509E-13    54706.011019    54706.011019
1.1570E15     0.0000E00    2.3890E-11   7.4239E-14    54707.535833    54707.535833
1.1570E15     0.0000E00    2.1588E-11   1.7143E-13    55146.67566    55146.67566
1.1570E15     0.0000E00    1.9585E-11   1.6194E-13    55174.592708    55174.592708
1.1570E15     0.0000E00    4.0050E-11   2.2852E-13    55216.074664    55216.074664
1.1570E15     0.0000E00    2.2138E-11   7.9733E-14    54717.576597    54717.576597
1.1570E15     0.0000E00    2.5137E-11   9.0504E-14    53883.327338    53883.327338
1.1570E15     0.0000E00    1.7210E-11   1.5177E-13    55132.019745    55132.019745
1.1570E15     0.0000E00    2.3076E-11   9.4254E-14    54716.181238    54716.181238
1.1570E15     0.0000E00    1.6431E-11   2.1999E-13    55464.637176    55464.637176
1.1570E15     0.0000E00    1.4936E-11   1.4158E-13    55012.08941    55012.08941
1.1570E15     0.0000E00    1.2994E-11   1.0843E-13    55019.053148    55019.053148
1.1570E15     0.0000E00    1.6084E-11   2.0525E-13    54921.609097    54921.609097
1.1570E15     0.0000E00    1.9865E-11   7.3391E-14    54698.640475    54698.640475
1.1570E15     0.0000E00    2.1693E-11   7.6488E-14    54704.389676    54704.389676
