MasterID,Mag,Magerr,RA,Dec,MJD,Blend
1138048033090,11.64,0.05,166.11396,38.20892,55576.32832,0
1138048033090,12.34,0.05,166.11406,38.20901,55723.20138,0
1138048033090,12.35,0.05,166.11403,38.20901,55723.20814,0
1138048033090,12.31,0.05,166.11407,38.20901,55723.21503,0
1138048033090,12.36,0.05,166.11408,38.20900,55723.22190,0
1138048033090,11.58,0.05,166.11398,38.20893,55626.37026,0
1138048033090,11.89,0.05,166.11399,38.20896,55626.38181,0
1138048033090,11.91,0.05,166.11398,38.20895,55632.35532,0
1138048033090,11.81,0.05,166.11399,38.20908,55685.19029,0
1138048033090,11.74,0.05,166.11406,38.20902,55685.19475,0
1138048033090,11.69,0.05,166.11383,38.20910,55685.19925,0
1138048033090,11.85,0.05,166.11404,38.20897,55685.20375,0
1138048033090,12.32,0.05,166.11409,38.20897,54640.17448,0
1138048033090,12.29,0.05,166.11402,38.20900,54640.18764,0
1138048033090,12.33,0.05,166.11407,38.20902,54640.19423,0
1138048033090,12.16,0.05,166.11402,38.20900,55882.46602,0
1138048033090,12.09,0.05,166.11404,38.20900,55882.47126,0
1138048033090,12.15,0.05,166.11405,38.20899,55882.48156,0
1138048033090,12.24,0.05,166.11410,38.20899,55958.32902,0
1138048033090,12.14,0.05,166.11405,38.20897,55990.19485,0
1138048033090,12.12,0.05,166.11405,38.20899,55990.19993,0
1138048033090,12.01,0.05,166.11404,38.20895,55990.20510,0
1138048033090,11.98,0.05,166.11399,38.20899,56016.24467,0
1138048033090,12.01,0.05,166.11403,38.20900,56016.25707,0
1138048033090,11.67,0.05,166.11403,38.20899,56067.28148,0
1138048033090,11.62,0.05,166.11399,38.20898,56067.28762,0
1138048033090,11.93,0.05,166.11401,38.20899,56100.16159,0
1138048033090,11.82,0.05,166.11402,38.20900,56100.16666,0
1138048033090,11.84,0.05,166.11396,38.20900,56100.17707,0
1138048033090,11.81,0.05,166.11401,38.20893,56265.47386,0
1138048033090,11.79,0.05,166.11401,38.20891,56265.48267,0
1138048033090,11.81,0.05,166.11399,38.20894,56265.48776,0
1138048033090,11.84,0.05,166.11405,38.20892,56265.49283,0
1138048033090,11.79,0.05,166.11397,38.20892,56302.40949,0
1138048033090,11.76,0.05,166.11398,38.20893,56302.41463,0
1138048033090,11.88,0.05,166.11404,38.20896,56310.35543,0
1138048033090,11.86,0.05,166.11402,38.20895,56310.37238,0
1138048033090,12.01,0.05,166.11402,38.20897,56325.23525,0
1138048033090,12.05,0.05,166.11406,38.20899,56325.24109,0
1138048033090,12.03,0.05,166.11404,38.20899,56325.24687,0
1138048033090,12.04,0.05,166.11405,38.20900,56325.25266,0
1138048033090,11.96,0.05,166.11404,38.20892,56340.36869,0
1138048033090,11.96,0.05,166.11401,38.20893,56340.37584,0
1138048033090,11.45,0.05,166.11396,38.20894,56365.23789,0
1138048033090,11.68,0.05,166.11399,38.20895,56365.24465,0
1138048033090,11.80,0.05,166.11404,38.20896,56371.34049,0
1138048033090,11.75,0.05,166.11402,38.20897,56371.34446,0
1138048033090,11.72,0.05,166.11402,38.20898,56371.34843,0
1138048033090,11.67,0.05,166.11400,38.20899,56371.35237,0
1138048033090,12.21,0.05,166.11406,38.20906,55949.34504,0
1138048033090,12.25,0.05,166.11408,38.20901,55949.35529,0
1138048033090,11.49,0.05,166.11414,38.20891,56400.30992,0
